#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0102 0 0 0 0 0
0.0204 0.292452 0.0237318 0.00466978 3.01808 -2.93935
0.0306 1.7102 0.208094 0.0301608 17.1764 -16.719
0.0408 3.08433 0.500244 0.062204 30.1871 -29.366
0.051 4.40115 0.892046 0.103684 42.0259 -40.8578
0.0612 5.64658 1.37309 0.157 52.6621 -51.1656
0.0714 6.80596 1.93053 0.223935 62.058 -60.2544
0.0816 7.86395 2.54898 0.305527 70.169 -68.0825
0.0918 8.80426 3.21021 0.401913 76.9427 -74.601
0.102 9.60955 3.89297 0.512161 82.3184 -79.7533
0.1122 10.2612 4.57262 0.634079 86.2267 -83.4746
0.1224 10.7392 5.22083 0.763997 88.5887 -85.6913
0.1326 11.0219 5.80517 0.896524 89.3153 -86.3205
0.1428 11.0858 6.28859 1.02426 88.3058 -85.2688
0.153 10.9052 6.62902 1.13749 85.4474 -82.4315
0.1632 10.4525 6.77871 1.22381 80.614 -77.692
0.1734 9.69742 6.68366 1.26771 73.6641 -70.9202
0.1836 8.60705 6.28291 1.25014 64.4401 -61.9713
0.1938 7.14574 5.50788 1.14797 52.766 -50.6849
0.204 5.27488 4.28156 0.933389 38.4453 -36.8827
0.2142 2.95284 2.51783 0.573316 21.2586 -20.3671
0.2244 0.135013 0.120672 0.0286619 0.960958 -0.919328
0.2346 0 0 0 0 0
0.2448 0 0 0 0 0
0.255 0 0 0 0 0
0.2652 0 0 0 0 0
0.2754 0 0 0 0 0
0.2856 0 0 0 0 0
0.2958 0 0 0 0 0
0.306 0 0 0 0 0
0.3162 0 0 0 0 0
0.3264 0 0 0 0 0
0.3366 0 0 0 0 0
0.3468 0 0 0 0 0
0.357 0 0 0 0 0
0.3672 0 0 0 0 0
0.3774 0 0 0 0 0
0.3876 0 0 0 0 0
0.3978 0 0 0 0 0
0.408 0 0 0 0 0
0.4182 0 0 0 0 0
0.4284 0 0 0 0 0
0.4386 0 0 0 0 0
0.4488 0 0 0 0 0
0.459 0 0 0 0 0
0.4692 0 0 0 0 0
0.4794 0 0 0 0 0
0.4896 0 0 0 0 0
0.4998 0 0 0 0 0
0.51 -nan -nan -nan -nan -nan
