#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0132 0 0 0 0 0
0.0264 0 0 0 0 0
0.0396 0 0 0 0 0
0.0528 0.076261 0.0122864 0.00102032 1.18077 -1.17611
0.066 0.297565 0.0599137 0.00499869 4.44464 -4.42573
0.0792 0.622 0.150261 0.0131021 8.99303 -8.95203
0.0924 1.00598 0.28348 0.0262915 14.0478 -13.979
0.1056 1.54686 0.498126 0.0496373 21.0539 -20.9449
0.1188 2.13895 0.774833 0.083101 28.3347 -28.1793
0.132 2.82578 1.13732 0.13125 36.5144 -36.303
0.1452 3.60813 1.59739 0.198017 45.6049 -45.3276
0.1584 4.43534 2.14212 0.284471 54.8672 -54.5171
0.1716 5.29784 2.77197 0.393222 64.2234 -63.794
0.1848 6.14768 3.4642 0.523389 73.0936 -72.5821
0.198 6.8875 4.15855 0.667195 80.3007 -79.7117
0.2112 7.26736 4.68065 0.795064 82.79 -82.1499
0.2244 7.17962 4.91334 0.881149 79.6111 -78.9584
0.2376 6.69119 4.84863 0.915774 72.0397 -71.4111
0.2508 5.98075 4.57487 0.908037 62.5444 -61.9636
0.264 5.12115 4.12387 0.85846 52.0783 -51.564
0.2772 4.14115 3.50184 0.763104 40.9808 -40.5504
0.2904 3.1116 2.75695 0.627823 30.0095 -29.6744
0.3036 2.13773 1.98058 0.470603 20.1646 -19.9258
0.3168 1.21311 1.17309 0.290393 11.205 -11.064
0.33 0.434397 0.437699 0.112726 3.9373 -3.88463
0.3432 0 0 0 0 0
0.3564 0 0 0 0 0
0.3696 0 0 0 0 0
0.3828 0 0 0 0 0
0.396 0 0 0 0 0
0.4092 0 0 0 0 0
0.4224 0 0 0 0 0
0.4356 0 0 0 0 0
0.4488 0 0 0 0 0
0.462 0 0 0 0 0
0.4752 0 0 0 0 0
0.4884 0 0 0 0 0
0.5016 0 0 0 0 0
0.5148 0 0 0 0 0
0.528 0 0 0 0 0
0.5412 0 0 0 0 0
0.5544 0 0 0 0 0
0.5676 0 0 0 0 0
0.5808 0 0 0 0 0
0.594 0 0 0 0 0
0.6072 0 0 0 0 0
0.6204 0 0 0 0 0
0.6336 0 0 0 0 0
0.6468 0 0 0 0 0
0.66 -nan -nan -nan -nan -nan
