#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0016 55.5267 4.18614 49.1687 180.737 -54.9229
0.0032 99.9537 15.0376 88.3173 323.911 -98.3413
0.0048 130.693 29.4094 115.268 420.94 -127.631
0.0064 144.794 43.2676 127.359 462.325 -139.917
0.008 149.82 55.7372 131.653 473.888 -143.112
0.0096 151.714 67.5163 133.655 475.608 -143.32
0.0112 145.008 75.0145 128.152 449.867 -135.219
0.0128 139.85 82.5084 124.589 429.998 -128.936
0.0144 126.881 83.9862 113.973 385.975 -115.407
0.016 111.095 81.5327 100.89 334.364 -99.6801
0.0176 94.882 76.5005 87.3978 282.667 -84.0157
0.0192 67.4019 59.1158 62.8498 198.117 -58.6679
0.0208 41.9417 39.74 39.6476 121.537 -35.8476
0.0224 19.6113 19.9458 18.7986 55.9327 -16.425
0.024 3.54195 3.84687 3.44654 9.93245 -2.903
0.0256 0 0 0 0 0
0.0272 0 0 0 0 0
0.0288 0 0 0 0 0
0.0304 0 0 0 0 0
0.032 0 0 0 0 0
0.0336 0 0 0 0 0
0.0352 0 0 0 0 0
0.0368 0 0 0 0 0
0.0384 0 0 0 0 0
0.04 0 0 0 0 0
0.0416 0 0 0 0 0
0.0432 0 0 0 0 0
0.0448 0 0 0 0 0
0.0464 0 0 0 0 0
0.048 0 0 0 0 0
0.0496 0 0 0 0 0
0.0512 0 0 0 0 0
0.0528 0 0 0 0 0
0.0544 0 0 0 0 0
0.056 0 0 0 0 0
0.0576 0 0 0 0 0
0.0592 0 0 0 0 0
0.0608 0 0 0 0 0
0.0624 0 0 0 0 0
0.064 0 0 0 0 0
0.0656 0 0 0 0 0
0.0672 0 0 0 0 0
0.0688 0 0 0 0 0
0.0704 0 0 0 0 0
0.072 0 0 0 0 0
0.0736 0 0 0 0 0
0.0752 0 0 0 0 0
0.0768 0 0 0 0 0
0.0784 0 0 0 0 0
0.08 -nan -nan -nan -nan -nan
