#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0006 15.6609 0.892863
0.0012 31.3218 1.74785
0.0018 46.983 2.52707
0.0024 62.6444 3.19264
0.003 78.3062 3.70669
0.0036 93.9684 4.03132
0.0042 109.631 4.12863
0.0048 125.295 3.96074
0.0054 140.959 3.48975
0.006 156.624 2.67773
0.0066 130.68 1.33243
0.0072 15.9903 0.0923989
0.0078 0 0
0.0084 0 0
0.009 0 0
0.0096 0 0
0.0102 0 0
0.0108 0 0
0.0114 0 0
0.012 0 0
0.0126 0 0
0.0132 0 0
0.0138 0 0
0.0144 0 0
0.015 0 0
0.0156 0 0
0.0162 0 0
0.0168 0 0
0.0174 0 0
0.018 0 0
0.0186 0 0
0.0192 0 0
0.0198 0 0
0.0204 0 0
0.021 0 0
0.0216 0 0
0.0222 0 0
0.0228 0 0
0.0234 0 0
0.024 0 0
0.0246 0 0
0.0252 0 0
0.0258 0 0
0.0264 0 0
0.027 0 0
0.0276 0 0
0.0282 0 0
0.0288 0 0
0.0294 0 0
0.03 -nan -nan
