#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0064 8.74923 0.367419 0.439915 47.1885 -40.342
0.0128 17.1135 1.43737 0.882278 92.1199 -78.7338
0.0192 25.6412 3.23095 1.38026 137.912 -117.837
0.0256 33.3513 5.60409 1.89841 178.899 -152.781
0.032 40.3546 8.4776 2.4573 215.693 -184.083
0.0384 45.7847 11.5437 3.00646 243.32 -207.478
0.0448 50.2109 14.7721 3.58054 265.043 -225.763
0.0512 52.7377 17.7348 4.10246 276.045 -234.838
0.0576 52.7266 19.9503 4.48642 273.139 -232.019
0.064 50.0813 21.0573 4.66764 256.239 -217.287
0.0704 45.8297 21.1997 4.68341 231.343 -195.799
0.0768 40.8 20.5934 4.57422 203.123 -171.559
0.0832 35.1692 19.2365 4.32469 172.61 -145.461
0.0896 29.3781 17.3121 3.96001 142.147 -119.505
0.096 23.6588 14.9456 3.49238 112.872 -94.6549
0.1024 17.7552 11.9711 2.86505 83.4456 -69.7864
0.1088 12.3405 8.84708 2.17394 57.1645 -47.67
0.1152 7.63312 5.79958 1.46577 34.8668 -28.9878
0.1216 3.47774 2.79201 0.726437 15.6518 -12.9701
0.128 0.594985 0.503429 0.134987 2.64027 -2.18036
0.1344 0 0 0 0 0
0.1408 0 0 0 0 0
0.1472 0 0 0 0 0
0.1536 0 0 0 0 0
0.16 0 0 0 0 0
0.1664 0 0 0 0 0
0.1728 0 0 0 0 0
0.1792 0 0 0 0 0
0.1856 0 0 0 0 0
0.192 0 0 0 0 0
0.1984 0 0 0 0 0
0.2048 0 0 0 0 0
0.2112 0 0 0 0 0
0.2176 0 0 0 0 0
0.224 0 0 0 0 0
0.2304 0 0 0 0 0
0.2368 0 0 0 0 0
0.2432 0 0 0 0 0
0.2496 0 0 0 0 0
0.256 0 0 0 0 0
0.2624 0 0 0 0 0
0.2688 0 0 0 0 0
0.2752 0 0 0 0 0
0.2816 0 0 0 0 0
0.288 0 0 0 0 0
0.2944 0 0 0 0 0
0.3008 0 0 0 0 0
0.3072 0 0 0 0 0
0.3136 0 0 0 0 0
0.32 -nan -nan -nan -nan -nan
