#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0142 0 0
0.0284 0 0
0.0426 0 0
0.0568 0 0
0.071 0 0
0.0852 0 0
0.0994 0.44743 1.36979
0.1136 1.20649 3.62244
0.1278 1.93894 5.7047
0.142 2.64059 7.60667
0.1562 3.30627 9.31681
0.1704 3.92957 10.8218
0.1846 4.50265 12.1064
0.1988 5.01594 13.1532
0.213 5.45785 13.9426
0.2272 5.81429 14.4524
0.2414 6.06821 14.6577
0.2556 6.19893 14.5304
0.2698 6.18135 14.0395
0.284 5.98495 13.1501
0.2982 5.57255 11.8238
0.3124 4.89869 10.018
0.3266 3.90759 7.68591
0.3408 2.53054 4.77613
0.355 0.682453 1.23283
0.3692 0 0
0.3834 0 0
0.3976 0 0
0.4118 0 0
0.426 0 0
0.4402 0 0
0.4544 0 0
0.4686 0 0
0.4828 0 0
0.497 0 0
0.5112 0 0
0.5254 0 0
0.5396 0 0
0.5538 0 0
0.568 0 0
0.5822 0 0
0.5964 0 0
0.6106 0 0
0.6248 0 0
0.639 0 0
0.6532 0 0
0.6674 0 0
0.6816 0 0
0.6958 0 0
0.71 -nan -nan
