#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0154 0 0
0.0308 0 0
0.0462 0 0
0.0616 0 0
0.077 0 0
0.0924 0.0219392 0.0795122
0.1078 0.117401 0.417663
0.1232 0.254539 0.887681
0.1386 0.467208 1.59918
0.154 0.72062 2.41757
0.1694 1.01735 3.341
0.1848 1.39248 4.47664
0.2002 1.80164 5.66169
0.2156 2.25636 6.9239
0.231 2.75524 8.24774
0.2464 3.26388 9.51804
0.2618 3.73635 10.5974
0.2772 4.00548 11.0197
0.2926 3.98391 10.6002
0.308 3.7101 9.52237
0.3234 3.31146 8.18363
0.3388 2.82055 6.69922
0.3542 2.26519 5.16067
0.3696 1.6696 3.64055
0.385 1.07005 2.22774
0.4004 0.534294 1.05968
0.4158 0.137786 0.259817
0.4312 0 0
0.4466 0 0
0.462 0 0
0.4774 0 0
0.4928 0 0
0.5082 0 0
0.5236 0 0
0.539 0 0
0.5544 0 0
0.5698 0 0
0.5852 0 0
0.6006 0 0
0.616 0 0
0.6314 0 0
0.6468 0 0
0.6622 0 0
0.6776 0 0
0.693 0 0
0.7084 0 0
0.7238 0 0
0.7392 0 0
0.7546 0 0
0.77 -nan -nan
