#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.005 16.7989 7.10893
0.01 33.2746 14.0381
0.015 48.9373 20.5469
0.02 63.4508 26.4574
0.025 76.4295 31.5865
0.03 85.2431 34.8758
0.035 88.833 35.9373
0.04 85.6701 34.2512
0.045 78.968 31.1563
0.05 70.8064 27.5089
0.055 61.866 23.6106
0.06 52.6131 19.6727
0.065 42.9884 15.7091
0.07 33.4146 11.9002
0.075 24.9114 8.61462
0.08 16.3476 5.47626
0.085 9.24941 2.98812
0.09 3.60361 1.11822
0.095 0.0548799 0.0162989
0.1 0 0
0.105 0 0
0.11 0 0
0.115 0 0
0.12 0 0
0.125 0 0
0.13 0 0
0.135 0 0
0.14 0 0
0.145 0 0
0.15 0 0
0.155 0 0
0.16 0 0
0.165 0 0
0.17 0 0
0.175 0 0
0.18 0 0
0.185 0 0
0.19 0 0
0.195 0 0
0.2 0 0
0.205 0 0
0.21 0 0
0.215 0 0
0.22 0 0
0.225 0 0
0.23 0 0
0.235 0 0
0.24 0 0
0.245 0 0
0.25 -nan -nan
