#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.002 48.1751 3.24932 33.0903 160.199 -59.8025
0.004 90.2464 12.1615 62.0159 299.208 -111.618
0.006 120.346 24.2804 82.7192 396.881 -147.877
0.008 138.827 37.2622 95.5524 454.756 -169.176
0.01 144.257 48.256 99.436 468.378 -173.887
0.012 145.295 58.1908 100.658 467.744 -173.28
0.014 141.605 66.0354 98.8588 451.865 -167.007
0.016 133.307 70.9309 94.0261 421.527 -155.401
0.018 122.14 73.0288 87.2902 382.698 -140.709
0.02 108.293 71.8982 78.6427 336.222 -123.272
0.022 89.4127 65.2533 66.0682 274.79 -100.432
0.024 64.6955 51.4292 48.6202 196.355 -71.501
0.026 42.4956 36.5426 32.5291 127.259 -46.1557
0.028 21.9066 20.2497 17.0886 64.626 -23.3358
0.03 7.14007 7.06319 5.69139 20.7532 -7.4597
0.032 0 0 0 0 0
0.034 0 0 0 0 0
0.036 0 0 0 0 0
0.038 0 0 0 0 0
0.04 0 0 0 0 0
0.042 0 0 0 0 0
0.044 0 0 0 0 0
0.046 0 0 0 0 0
0.048 0 0 0 0 0
0.05 0 0 0 0 0
0.052 0 0 0 0 0
0.054 0 0 0 0 0
0.056 0 0 0 0 0
0.058 0 0 0 0 0
0.06 0 0 0 0 0
0.062 0 0 0 0 0
0.064 0 0 0 0 0
0.066 0 0 0 0 0
0.068 0 0 0 0 0
0.07 0 0 0 0 0
0.072 0 0 0 0 0
0.074 0 0 0 0 0
0.076 0 0 0 0 0
0.078 0 0 0 0 0
0.08 0 0 0 0 0
0.082 0 0 0 0 0
0.084 0 0 0 0 0
0.086 0 0 0 0 0
0.088 0 0 0 0 0
0.09 0 0 0 0 0
0.092 0 0 0 0 0
0.094 0 0 0 0 0
0.096 0 0 0 0 0
0.098 0 0 0 0 0
0.1 -nan -nan -nan -nan -nan
