#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0032 17.019 3.5445
0.0064 34.0407 7.03993
0.0096 51.0678 10.4372
0.0128 68.103 13.6871
0.016 85.149 16.7405
0.0192 102.209 19.5479
0.0224 119.284 22.0597
0.0256 126.763 22.726
0.0288 118.24 20.7341
0.032 107.327 18.3332
0.0352 93.8801 15.553
0.0384 77.7316 12.4311
0.0416 58.6887 9.01411
0.0448 36.5289 5.35825
0.048 10.9953 1.53074
0.0512 0 0
0.0544 0 0
0.0576 0 0
0.0608 0 0
0.064 0 0
0.0672 0 0
0.0704 0 0
0.0736 0 0
0.0768 0 0
0.08 0 0
0.0832 0 0
0.0864 0 0
0.0896 0 0
0.0928 0 0
0.096 0 0
0.0992 0 0
0.1024 0 0
0.1056 0 0
0.1088 0 0
0.112 0 0
0.1152 0 0
0.1184 0 0
0.1216 0 0
0.1248 0 0
0.128 0 0
0.1312 0 0
0.1344 0 0
0.1376 0 0
0.1408 0 0
0.144 0 0
0.1472 0 0
0.1504 0 0
0.1536 0 0
0.1568 0 0
0.16 -nan -nan
