#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0098 1.30867 2.00964
0.0196 2.52175 3.85679
0.0294 3.83533 5.83199
0.0392 5.54215 8.3705
0.049 7.36711 11.0353
0.0588 9.40078 13.947
0.0686 11.6672 17.1218
0.0784 13.9871 20.273
0.0882 16.3913 23.4307
0.098 18.7642 26.4132
0.1078 20.921 28.9526
0.1176 22.2685 30.2409
0.1274 22.4031 29.7947
0.1372 21.2561 27.6281
0.147 19.3931 24.588
0.1568 17.1396 21.1576
0.1666 14.6096 17.5243
0.1764 11.8738 13.8107
0.1862 9.08707 10.2265
0.196 6.53564 7.10084
0.2058 4.03679 4.22327
0.2156 1.8387 1.8473
0.2254 0.303282 0.291786
0.2352 0 0
0.245 0 0
0.2548 0 0
0.2646 0 0
0.2744 0 0
0.2842 0 0
0.294 0 0
0.3038 0 0
0.3136 0 0
0.3234 0 0
0.3332 0 0
0.343 0 0
0.3528 0 0
0.3626 0 0
0.3724 0 0
0.3822 0 0
0.392 0 0
0.4018 0 0
0.4116 0 0
0.4214 0 0
0.4312 0 0
0.441 0 0
0.4508 0 0
0.4606 0 0
0.4704 0 0
0.4802 0 0
0.49 -nan -nan
