#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0194 0 0 0 0 0
0.0388 0 0 0 0 0
0.0582 0 0 0 0 0
0.0776 0 0 0 0 0
0.097 0 0 0 0 0
0.1164 0 0 0 0 0
0.1358 0 0 0 0 0
0.1552 0 0 0 0 0
0.1746 0 0 0 0 0
0.194 0 0 0 0 0
0.2134 0 0 0 0 0
0.2328 0 0 0 0 0
0.2522 0.0828663 0.0431981 0.00582268 2.34748 -2.34221
0.2716 0.201379 0.113037 0.0162984 5.23498 -5.2232
0.291 0.329268 0.198003 0.0304376 7.93165 -7.91388
0.3104 0.462691 0.296761 0.0484794 10.4138 -10.3907
0.3298 0.597342 0.407045 0.0704509 12.652 -12.6246
0.3492 0.728358 0.525498 0.0960902 14.6105 -14.5799
0.3686 0.850203 0.647473 0.124755 16.2456 -16.213
0.388 0.956567 0.766814 0.155314 17.5044 -17.4713
0.4074 1.04025 0.875607 0.186015 18.323 -18.291
0.4268 1.09307 0.963914 0.214344 18.6246 -18.595
0.4462 1.10579 1.01951 0.236855 18.3162 -18.2906
0.4656 1.0681 1.02764 0.249001 17.2863 -17.2658
0.485 0.968669 0.97091 0.244968 15.4 -15.3854
0.5044 0.795426 0.829262 0.21755 12.4947 -12.486
0.5238 0.53602 0.580409 0.158107 8.37358 -8.37011
0.5432 0.178769 0.200785 0.0567232 2.79825 -2.7979
0.5626 0 0 0 0 0
0.582 0 0 0 0 0
0.6014 0 0 0 0 0
0.6208 0 0 0 0 0
0.6402 0 0 0 0 0
0.6596 0 0 0 0 0
0.679 0 0 0 0 0
0.6984 0 0 0 0 0
0.7178 0 0 0 0 0
0.7372 0 0 0 0 0
0.7566 0 0 0 0 0
0.776 0 0 0 0 0
0.7954 0 0 0 0 0
0.8148 0 0 0 0 0
0.8342 0 0 0 0 0
0.8536 0 0 0 0 0
0.873 0 0 0 0 0
0.8924 0 0 0 0 0
0.9118 0 0 0 0 0
0.9312 0 0 0 0 0
0.9506 0 0 0 0 0
0.97 -nan -nan -nan -nan -nan
