#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.011 0.173907 0.335845
0.022 0.552372 1.06054
0.033 1.05451 2.0102
0.044 1.7228 3.25755
0.055 2.5358 4.7512
0.066 3.42092 6.34126
0.077 4.51869 8.28055
0.088 5.64791 10.2152
0.099 6.89537 12.2942
0.11 8.22624 14.4394
0.121 9.55612 16.4886
0.132 10.839 18.3564
0.143 11.8178 19.6077
0.154 12.1496 19.7061
0.165 11.7407 18.5742
0.176 10.8099 16.6465
0.187 9.63459 14.4151
0.198 8.27483 12.0057
0.209 6.77544 9.51282
0.22 5.26069 7.13277
0.231 3.8257 4.99856
0.242 2.42461 3.04488
0.253 1.18749 1.42952
0.264 0.290706 0.334587
0.275 0 0
0.286 0 0
0.297 0 0
0.308 0 0
0.319 0 0
0.33 0 0
0.341 0 0
0.352 0 0
0.363 0 0
0.374 0 0
0.385 0 0
0.396 0 0
0.407 0 0
0.418 0 0
0.429 0 0
0.44 0 0
0.451 0 0
0.462 0 0
0.473 0 0
0.484 0 0
0.495 0 0
0.506 0 0
0.517 0 0
0.528 0 0
0.539 0 0
0.55 -nan -nan
