#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.01 1.03851 1.66017
0.02 2.07176 3.2972
0.03 3.23962 5.12436
0.04 4.83353 7.59354
0.05 6.44609 10.0405
0.06 8.41955 12.9891
0.07 10.4863 15.9992
0.08 12.6389 19.0435
0.09 14.9223 22.1733
0.1 17.2395 25.2252
0.11 19.3666 27.8596
0.12 20.8987 29.503
0.13 21.3049 29.4558
0.14 20.4668 27.6556
0.15 18.7892 24.7647
0.16 16.7198 21.4555
0.17 14.3444 17.8865
0.18 11.723 14.1745
0.19 9.19694 10.7612
0.2 6.6836 7.55046
0.21 4.20399 4.57359
0.22 2.00997 2.10026
0.23 0.444096 0.444495
0.24 0 0
0.25 0 0
0.26 0 0
0.27 0 0
0.28 0 0
0.29 0 0
0.3 0 0
0.31 0 0
0.32 0 0
0.33 0 0
0.34 0 0
0.35 0 0
0.36 0 0
0.37 0 0
0.38 0 0
0.39 0 0
0.4 0 0
0.41 0 0
0.42 0 0
0.43 0 0
0.44 0 0
0.45 0 0
0.46 0 0
0.47 0 0
0.48 0 0
0.49 0 0
0.5 -nan -nan
