#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0184 0 0
0.0368 0 0
0.0552 0 0
0.0736 0 0
0.092 0 0
0.1104 0 0
0.1288 0 0
0.1472 0 0
0.1656 0 0
0.184 0 0
0.2024 0 0
0.2208 0.274104 1.27405
0.2392 0.551175 2.48072
0.2576 0.826626 3.60154
0.276 1.09751 4.6272
0.2944 1.36014 5.54651
0.3128 1.60986 6.34612
0.3312 1.84083 7.0102
0.3496 2.04572 7.52011
0.368 2.21528 7.85388
0.3864 2.33789 7.98576
0.4048 2.39891 7.88562
0.4232 2.37978 7.51823
0.4416 2.257 6.84248
0.46 2.00063 5.81047
0.4784 1.57241 4.36643
0.4968 0.923123 2.44555
0.5152 0 0
0.5336 0 0
0.552 0 0
0.5704 0 0
0.5888 0 0
0.6072 0 0
0.6256 0 0
0.644 0 0
0.6624 0 0
0.6808 0 0
0.6992 0 0
0.7176 0 0
0.736 0 0
0.7544 0 0
0.7728 0 0
0.7912 0 0
0.8096 0 0
0.828 0 0
0.8464 0 0
0.8648 0 0
0.8832 0 0
0.9016 0 0
0.92 -nan -nan
