#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0128 0 0 0 0 0
0.0256 0 0 0 0 0
0.0384 0.0169238 0.00204647 0.000191509 0.254212 -0.252891
0.0512 0.199109 0.0320946 0.00276632 2.88467 -2.86871
0.064 0.48205 0.0971064 0.00833741 6.73525 -6.69554
0.0768 0.906099 0.219002 0.0195505 12.296 -12.2195
0.0896 1.42021 0.400424 0.0379046 18.7447 -18.6221
0.1024 2.01952 0.650673 0.065885 25.9305 -25.752
0.1152 2.75817 0.999687 0.108714 34.6196 -34.3704
0.128 3.54519 1.42765 0.166698 43.4681 -43.1406
0.1408 4.4249 1.96007 0.24542 53.1158 -52.698
0.1536 5.36841 2.59423 0.347545 63.1894 -62.6714
0.1664 6.32227 3.30988 0.473173 73.023 -72.3993
0.1792 7.23121 4.07716 0.620243 81.9997 -81.2698
0.192 7.90861 4.77788 0.771212 87.9004 -87.0826
0.2048 8.12382 5.23534 0.894053 88.1702 -87.3081
0.2176 7.81305 5.34995 0.964024 82.493 -81.6409
0.2304 7.16838 5.19752 0.98594 73.5651 -72.761
0.2432 6.31758 4.83547 0.963619 63.0574 -62.3281
0.256 5.32287 4.28899 0.896168 51.7249 -51.092
0.2688 4.2378 3.5859 0.784172 40.138 -39.6185
0.2816 3.09571 2.7447 0.627101 28.5942 -28.2024
0.2944 1.98025 1.83591 0.437563 17.8627 -17.6034
0.3072 1.03773 1.00421 0.249328 9.18453 -9.04364
0.32 0.264201 0.266407 0.0688079 2.29517 -2.25787
0.3328 0 0 0 0 0
0.3456 0 0 0 0 0
0.3584 0 0 0 0 0
0.3712 0 0 0 0 0
0.384 0 0 0 0 0
0.3968 0 0 0 0 0
0.4096 0 0 0 0 0
0.4224 0 0 0 0 0
0.4352 0 0 0 0 0
0.448 0 0 0 0 0
0.4608 0 0 0 0 0
0.4736 0 0 0 0 0
0.4864 0 0 0 0 0
0.4992 0 0 0 0 0
0.512 0 0 0 0 0
0.5248 0 0 0 0 0
0.5376 0 0 0 0 0
0.5504 0 0 0 0 0
0.5632 0 0 0 0 0
0.576 0 0 0 0 0
0.5888 0 0 0 0 0
0.6016 0 0 0 0 0
0.6144 0 0 0 0 0
0.6272 0 0 0 0 0
0.64 -nan -nan -nan -nan -nan
