#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0106 0.272179 0.0110244 0.00354155 2.93216 -2.8696
0.0212 0.79611 0.064473 0.0110923 8.37376 -8.1916
0.0318 1.5589 0.189334 0.0245575 16.0819 -15.7259
0.0424 2.41835 0.391542 0.0444474 24.4165 -23.8649
0.053 3.54517 0.717383 0.0776141 35.1723 -34.3629
0.0636 4.77681 1.15981 0.125323 46.5574 -45.4646
0.0742 6.15521 1.74344 0.193402 58.9795 -57.5669
0.0848 7.70653 2.49461 0.288701 72.7267 -70.9498
0.0954 9.30716 3.38931 0.412631 86.494 -84.336
0.106 10.9604 4.43495 0.570493 100.371 -97.812
0.1166 12.5761 5.5979 0.762182 113.514 -110.555
0.1272 14.0334 6.81498 0.982299 124.842 -121.511
0.1378 14.8965 7.83757 1.19462 130.292 -126.723
0.1484 14.9312 8.46065 1.36159 128.024 -124.413
0.159 14.1169 8.57108 1.45386 118.318 -114.873
0.1696 12.8433 8.31828 1.48494 105.167 -102
0.1802 11.2686 7.75535 1.45478 90.161 -87.3511
0.1908 9.51075 6.93164 1.36423 74.3944 -71.9932
0.2014 7.63274 5.87308 1.21088 58.3925 -56.439
0.212 5.66209 4.58708 0.989177 42.3525 -40.8818
0.2226 3.85301 3.27854 0.738508 28.2457 -27.2277
0.2332 2.22693 1.98588 0.466637 16.0203 -15.4207
0.2438 0.844521 0.787679 0.192818 5.96442 -5.73225
0.2544 0.00519147 0.00505515 0.00128756 0.0360246 -0.0345641
0.265 0 0 0 0 0
0.2756 0 0 0 0 0
0.2862 0 0 0 0 0
0.2968 0 0 0 0 0
0.3074 0 0 0 0 0
0.318 0 0 0 0 0
0.3286 0 0 0 0 0
0.3392 0 0 0 0 0
0.3498 0 0 0 0 0
0.3604 0 0 0 0 0
0.371 0 0 0 0 0
0.3816 0 0 0 0 0
0.3922 0 0 0 0 0
0.4028 0 0 0 0 0
0.4134 0 0 0 0 0
0.424 0 0 0 0 0
0.4346 0 0 0 0 0
0.4452 0 0 0 0 0
0.4558 0 0 0 0 0
0.4664 0 0 0 0 0
0.477 0 0 0 0 0
0.4876 0 0 0 0 0
0.4982 0 0 0 0 0
0.5088 0 0 0 0 0
0.5194 0 0 0 0 0
0.53 -nan -nan -nan -nan -nan
