#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.005 11.1309 4.78277
0.01 22.2658 9.52751
0.015 33.4086 14.1961
0.02 44.5632 18.7504
0.025 55.607 23.1016
0.03 56.8839 23.4441
0.035 57.3102 23.3776
0.04 56.8471 22.8968
0.045 55.4479 21.9984
0.05 53.0571 20.6821
0.055 49.6097 18.9507
0.06 45.0295 16.8102
0.065 39.2283 14.2706
0.07 32.1037 11.3458
0.075 23.5372 8.0549
0.08 13.3921 4.42244
0.085 1.50982 0.479304
0.09 0 0
0.095 0 0
0.1 0 0
0.105 0 0
0.11 0 0
0.115 0 0
0.12 0 0
0.125 0 0
0.13 0 0
0.135 0 0
0.14 0 0
0.145 0 0
0.15 0 0
0.155 0 0
0.16 0 0
0.165 0 0
0.17 0 0
0.175 0 0
0.18 0 0
0.185 0 0
0.19 0 0
0.195 0 0
0.2 0 0
0.205 0 0
0.21 0 0
0.215 0 0
0.22 0 0
0.225 0 0
0.23 0 0
0.235 0 0
0.24 0 0
0.245 0 0
0.25 -nan -nan
