#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0132 0 0
0.0264 0 0
0.0396 0 0
0.0528 0 0
0.066 0 0
0.0792 0.406442 1.09158
0.0924 1.18472 3.12927
0.1056 1.92865 5.00543
0.1188 2.63448 6.71162
0.132 3.29752 8.23815
0.1452 3.91194 9.57398
0.1584 4.47062 10.7066
0.1716 4.96489 11.6221
0.1848 5.38429 12.3047
0.198 5.71619 12.7369
0.2112 5.94539 12.8992
0.2244 6.0536 12.7701
0.2376 6.0188 12.326
0.2508 5.81445 11.5406
0.264 5.40849 10.3856
0.2772 4.7621 8.82969
0.2904 3.82814 6.83933
0.3036 2.5491 4.37819
0.3168 0.854556 1.40747
0.33 0 0
0.3432 0 0
0.3564 0 0
0.3696 0 0
0.3828 0 0
0.396 0 0
0.4092 0 0
0.4224 0 0
0.4356 0 0
0.4488 0 0
0.462 0 0
0.4752 0 0
0.4884 0 0
0.5016 0 0
0.5148 0 0
0.528 0 0
0.5412 0 0
0.5544 0 0
0.5676 0 0
0.5808 0 0
0.594 0 0
0.6072 0 0
0.6204 0 0
0.6336 0 0
0.6468 0 0
0.66 -nan -nan
