#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0138 0 0
0.0276 0 0
0.0414 0 0
0.0552 0 0
0.069 0 0
0.0828 0.0374315 0.10999
0.0966 0.894981 2.5834
0.1104 1.72238 4.87982
0.1242 2.51585 6.98996
0.138 3.27062 8.90306
0.1518 3.98076 10.6067
0.1656 4.63895 12.0866
0.1794 5.2363 13.3266
0.1932 5.76197 14.3084
0.207 6.20284 15.0114
0.2208 6.54305 15.4124
0.2346 6.76344 15.4858
0.2484 6.84084 15.2026
0.2622 6.7472 14.5311
0.276 6.44852 13.4359
0.2898 5.90347 11.8782
0.3036 5.06163 9.8153
0.3174 3.86133 7.20066
0.3312 2.22675 3.98372
0.345 0.0642386 0.109964
0.3588 0 0
0.3726 0 0
0.3864 0 0
0.4002 0 0
0.414 0 0
0.4278 0 0
0.4416 0 0
0.4554 0 0
0.4692 0 0
0.483 0 0
0.4968 0 0
0.5106 0 0
0.5244 0 0
0.5382 0 0
0.552 0 0
0.5658 0 0
0.5796 0 0
0.5934 0 0
0.6072 0 0
0.621 0 0
0.6348 0 0
0.6486 0 0
0.6624 0 0
0.6762 0 0
0.69 -nan -nan
