#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0128 0 0
0.0256 0 0
0.0384 0.024077 0.0623378
0.0512 0.276383 0.707698
0.064 0.653595 1.65271
0.0768 1.20797 3.01615
0.0896 1.86576 4.59483
0.1024 2.61774 6.34997
0.1152 3.5445 8.46491
0.128 4.51931 10.6093
0.1408 5.61107 12.9349
0.1536 6.78749 15.3468
0.1664 7.98352 17.6801
0.1792 9.13433 19.7836
0.192 9.99293 21.1253
0.2048 10.2519 21.1031
0.2176 9.83201 19.6579
0.2304 9.00168 17.4458
0.2432 7.9316 14.8732
0.256 6.69631 12.1264
0.2688 5.35502 9.3463
0.2816 3.93742 6.60826
0.2944 2.54231 4.09351
0.3072 1.35218 2.08463
0.32 0.35022 0.515424
0.3328 0 0
0.3456 0 0
0.3584 0 0
0.3712 0 0
0.384 0 0
0.3968 0 0
0.4096 0 0
0.4224 0 0
0.4352 0 0
0.448 0 0
0.4608 0 0
0.4736 0 0
0.4864 0 0
0.4992 0 0
0.512 0 0
0.5248 0 0
0.5376 0 0
0.5504 0 0
0.5632 0 0
0.576 0 0
0.5888 0 0
0.6016 0 0
0.6144 0 0
0.6272 0 0
0.64 -nan -nan
