#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0118 0 0
0.0236 0 0
0.0354 0 0
0.0472 0.681278 1.49412
0.059 2.1296 4.61438
0.0708 3.5029 7.49079
0.0826 4.7968 10.1125
0.0944 6.00548 12.4673
0.1062 7.12149 14.5416
0.118 8.13561 16.3204
0.1298 9.03648 17.7872
0.1416 9.81037 18.9236
0.1534 10.4407 19.7097
0.1652 10.9077 20.1236
0.177 11.1877 20.1416
0.1888 11.2523 19.738
0.2006 11.0679 18.885
0.2124 10.5943 17.5528
0.2242 9.7833 15.7097
0.236 8.57733 13.3218
0.2478 6.90721 10.3537
0.2596 4.68954 6.7683
0.2714 1.82343 2.52742
0.2832 0 0
0.295 0 0
0.3068 0 0
0.3186 0 0
0.3304 0 0
0.3422 0 0
0.354 0 0
0.3658 0 0
0.3776 0 0
0.3894 0 0
0.4012 0 0
0.413 0 0
0.4248 0 0
0.4366 0 0
0.4484 0 0
0.4602 0 0
0.472 0 0
0.4838 0 0
0.4956 0 0
0.5074 0 0
0.5192 0 0
0.531 0 0
0.5428 0 0
0.5546 0 0
0.5664 0 0
0.5782 0 0
0.59 -nan -nan
