#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0178 0 0 0 0 0
0.0356 0 0 0 0 0
0.0534 0 0 0 0 0
0.0712 0 0 0 0 0
0.089 0 0 0 0 0
0.1068 0 0 0 0 0
0.1246 0 0 0 0 0
0.1424 0 0 0 0 0
0.1602 0 0 0 0 0
0.178 0 0 0 0 0
0.1958 0.121149 0.0534742 0.00626552 3.0487 -3.04631
0.2136 0.335442 0.161494 0.0203828 7.82091 -7.81401
0.2314 0.56407 0.294155 0.0398522 12.2805 -12.2686
0.2492 0.801241 0.449931 0.065198 16.3985 -16.3814
0.267 1.04062 0.626047 0.0966948 20.1391 -20.1169
0.2848 1.27522 0.818282 0.134273 23.4587 -23.4319
0.3026 1.49722 1.02075 0.177409 26.3047 -26.2739
0.3204 1.69788 1.22563 0.22499 28.6138 -28.5801
0.3382 1.86734 1.42284 0.275163 30.3105 -30.2751
0.356 1.9945 1.59976 0.325149 31.3049 -31.2693
0.3738 2.06688 1.74078 0.371037 31.4901 -31.4558
0.3916 2.07052 1.827 0.407553 30.7392 -30.7078
0.4094 1.98993 1.83586 0.427813 28.9014 -28.8743
0.4272 1.80814 1.74087 0.423067 25.7976 -25.7759
0.445 1.50693 1.51153 0.382481 21.215 -21.1995
0.4628 1.06734 1.11362 0.292988 14.9001 -14.8909
0.4806 0.470572 0.509974 0.13932 6.55041 -6.54713
0.4984 0 0 0 0 0
0.5162 0 0 0 0 0
0.534 0 0 0 0 0
0.5518 0 0 0 0 0
0.5696 0 0 0 0 0
0.5874 0 0 0 0 0
0.6052 0 0 0 0 0
0.623 0 0 0 0 0
0.6408 0 0 0 0 0
0.6586 0 0 0 0 0
0.6764 0 0 0 0 0
0.6942 0 0 0 0 0
0.712 0 0 0 0 0
0.7298 0 0 0 0 0
0.7476 0 0 0 0 0
0.7654 0 0 0 0 0
0.7832 0 0 0 0 0
0.801 0 0 0 0 0
0.8188 0 0 0 0 0
0.8366 0 0 0 0 0
0.8544 0 0 0 0 0
0.8722 0 0 0 0 0
0.89 -nan -nan -nan -nan -nan
