#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0026 38.4074 2.23771 17.5577 132.996 -62.5068
0.0052 74.934 8.73221 34.3932 259.154 -121.749
0.0078 105.517 18.4381 48.6876 363.811 -170.773
0.0104 124.236 28.913 57.6268 425.874 -199.626
0.013 134.265 39.0155 62.7633 457.176 -213.937
0.0156 135.072 47.0377 63.7411 456.194 -213.037
0.0182 131.934 53.5602 63.1017 442.096 -206.001
0.0208 125.042 57.9906 60.8184 415.674 -193.231
0.0234 114.391 59.6796 56.7571 377.183 -174.889
0.026 99.9558 57.9528 50.7215 326.749 -151.079
0.0286 80.8265 51.545 41.9912 261.539 -120.54
0.0312 61.3314 42.6636 32.6706 196.22 -90.1137
0.0338 41.8159 31.5043 22.8648 132.093 -60.4244
0.0364 26.7054 21.6804 15.0448 83.3624 -37.9803
0.039 12.8033 11.1402 7.43473 39.4257 -17.8824
0.0416 2.78684 2.58809 1.67114 8.46145 -3.81972
0.0442 0 0 0 0 0
0.0468 0 0 0 0 0
0.0494 0 0 0 0 0
0.052 0 0 0 0 0
0.0546 0 0 0 0 0
0.0572 0 0 0 0 0
0.0598 0 0 0 0 0
0.0624 0 0 0 0 0
0.065 0 0 0 0 0
0.0676 0 0 0 0 0
0.0702 0 0 0 0 0
0.0728 0 0 0 0 0
0.0754 0 0 0 0 0
0.078 0 0 0 0 0
0.0806 0 0 0 0 0
0.0832 0 0 0 0 0
0.0858 0 0 0 0 0
0.0884 0 0 0 0 0
0.091 0 0 0 0 0
0.0936 0 0 0 0 0
0.0962 0 0 0 0 0
0.0988 0 0 0 0 0
0.1014 0 0 0 0 0
0.104 0 0 0 0 0
0.1066 0 0 0 0 0
0.1092 0 0 0 0 0
0.1118 0 0 0 0 0
0.1144 0 0 0 0 0
0.117 0 0 0 0 0
0.1196 0 0 0 0 0
0.1222 0 0 0 0 0
0.1248 0 0 0 0 0
0.1274 0 0 0 0 0
0.13 -nan -nan -nan -nan -nan
