#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0108 0.25528 0.475072
0.0216 0.704909 1.30476
0.0324 1.29953 2.38952
0.0432 1.99613 3.64049
0.054 2.92283 5.28415
0.0648 3.87173 6.92616
0.0756 5.05872 8.94743
0.0864 6.29976 11.0001
0.0972 7.60771 13.0957
0.108 9.00169 15.2555
0.1188 10.4136 17.3502
0.1296 11.7124 19.1531
0.1404 12.6018 20.1876
0.1512 12.7837 20.0185
0.162 12.1943 18.6247
0.1728 11.1564 16.587
0.1836 9.87572 14.2664
0.1944 8.42485 11.8022
0.2052 6.85829 9.29763
0.216 5.19738 6.80302
0.2268 3.73137 4.70647
0.2376 2.32124 2.81402
0.2484 1.0846 1.26028
0.2592 0.198919 0.220937
0.27 0 0
0.2808 0 0
0.2916 0 0
0.3024 0 0
0.3132 0 0
0.324 0 0
0.3348 0 0
0.3456 0 0
0.3564 0 0
0.3672 0 0
0.378 0 0
0.3888 0 0
0.3996 0 0
0.4104 0 0
0.4212 0 0
0.432 0 0
0.4428 0 0
0.4536 0 0
0.4644 0 0
0.4752 0 0
0.486 0 0
0.4968 0 0
0.5076 0 0
0.5184 0 0
0.5292 0 0
0.54 -nan -nan
