#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0028 37.1552 5.52207
0.0056 72.1284 10.6847
0.0084 102.753 15.1384
0.0112 122.911 18.0585
0.014 133.367 19.5179
0.0168 135.058 19.6574
0.0196 131.454 18.936
0.0224 125.264 17.7347
0.0252 113.936 15.7958
0.028 98.7108 13.3409
0.0308 80.3684 10.5613
0.0336 61.1138 7.79022
0.0364 43.4304 5.33554
0.0392 28.1611 3.31025
0.042 14.1478 1.58504
0.0448 3.88706 0.411044
0.0476 0 0
0.0504 0 0
0.0532 0 0
0.056 0 0
0.0588 0 0
0.0616 0 0
0.0644 0 0
0.0672 0 0
0.07 0 0
0.0728 0 0
0.0756 0 0
0.0784 0 0
0.0812 0 0
0.084 0 0
0.0868 0 0
0.0896 0 0
0.0924 0 0
0.0952 0 0
0.098 0 0
0.1008 0 0
0.1036 0 0
0.1064 0 0
0.1092 0 0
0.112 0 0
0.1148 0 0
0.1176 0 0
0.1204 0 0
0.1232 0 0
0.126 0 0
0.1288 0 0
0.1316 0 0
0.1344 0 0
0.1372 0 0
0.14 -nan -nan
