#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0136 0 0
0.0272 0 0
0.0408 0 0
0.0544 0.0223878 0.0648728
0.068 0.229678 0.656639
0.0816 0.541514 1.52544
0.0952 0.98974 2.7467
0.1088 1.53788 4.20115
0.1224 2.151 5.77531
0.136 2.92892 7.72804
0.1496 3.75362 9.7178
0.1632 4.6543 11.8095
0.1768 5.64005 14.011
0.1904 6.65698 16.1698
0.204 7.60732 18.0388
0.2176 8.24995 19.0559
0.2312 8.3659 18.7754
0.2448 7.92351 17.2335
0.2584 7.18512 15.1159
0.272 6.23528 12.6639
0.2856 5.17195 10.1224
0.2992 4.04915 7.62219
0.3128 2.89104 5.22272
0.3264 1.75097 3.02811
0.34 0.752499 1.24275
0.3536 0.0646028 0.101639
0.3672 0 0
0.3808 0 0
0.3944 0 0
0.408 0 0
0.4216 0 0
0.4352 0 0
0.4488 0 0
0.4624 0 0
0.476 0 0
0.4896 0 0
0.5032 0 0
0.5168 0 0
0.5304 0 0
0.544 0 0
0.5576 0 0
0.5712 0 0
0.5848 0 0
0.5984 0 0
0.612 0 0
0.6256 0 0
0.6392 0 0
0.6528 0 0
0.6664 0 0
0.68 -nan -nan
