#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0192 0 0
0.0384 0 0
0.0576 0 0
0.0768 0 0
0.096 0 0
0.1152 0 0
0.1344 0 0
0.1536 0 0
0.1728 0 0
0.192 0 0
0.2112 0 0
0.2304 0.0434104 0.221314
0.2496 0.274983 1.35436
0.2688 0.508366 2.4187
0.288 0.741345 3.40659
0.3072 0.971113 4.30864
0.3264 1.19411 5.11347
0.3456 1.40581 5.80749
0.3648 1.6005 6.37447
0.384 1.77093 6.79514
0.4032 1.90788 7.04668
0.4224 1.99966 7.10215
0.4416 2.03137 6.92975
0.4608 1.98398 6.49202
0.48 1.83314 5.74489
0.4992 1.5475 4.63652
0.5184 1.08657 3.10605
0.5376 0.397663 1.08204
0.5568 0 0
0.576 0 0
0.5952 0 0
0.6144 0 0
0.6336 0 0
0.6528 0 0
0.672 0 0
0.6912 0 0
0.7104 0 0
0.7296 0 0
0.7488 0 0
0.768 0 0
0.7872 0 0
0.8064 0 0
0.8256 0 0
0.8448 0 0
0.864 0 0
0.8832 0 0
0.9024 0 0
0.9216 0 0
0.9408 0 0
0.96 -nan -nan
