#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0018 39.4286 2.83822
0.0036 72.244 5.2475
0.0054 94.9447 6.97837
0.0072 107.514 7.99705
0.009 110.064 8.30559
0.0108 110.257 8.31002
0.0126 106.04 7.93096
0.0144 100.209 7.32969
0.0162 91.3689 6.48145
0.018 79.969 5.43812
0.0198 67.6927 4.34044
0.0216 49.7639 3.01497
0.0234 33.3223 1.88179
0.0252 17.8949 0.938839
0.027 6.16332 0.294991
0.0288 0 0
0.0306 0 0
0.0324 0 0
0.0342 0 0
0.036 0 0
0.0378 0 0
0.0396 0 0
0.0414 0 0
0.0432 0 0
0.045 0 0
0.0468 0 0
0.0486 0 0
0.0504 0 0
0.0522 0 0
0.054 0 0
0.0558 0 0
0.0576 0 0
0.0594 0 0
0.0612 0 0
0.063 0 0
0.0648 0 0
0.0666 0 0
0.0684 0 0
0.0702 0 0
0.072 0 0
0.0738 0 0
0.0756 0 0
0.0774 0 0
0.0792 0 0
0.081 0 0
0.0828 0 0
0.0846 0 0
0.0864 0 0
0.0882 0 0
0.09 -nan -nan
