#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0004 20.2348 1.90095 27.3079 59.5527 -4.60644
0.0008 40.467 7.60379 54.7325 118.988 -9.20184
0.0012 60.6938 17.1085 82.3907 178.19 -13.7752
0.0016 80.9124 30.4152 110.399 237.042 -18.3154
0.002 101.12 47.5238 138.875 295.425 -22.8114
0.0024 121.315 68.4344 167.935 353.225 -27.2522
0.0028 141.493 93.147 197.695 410.323 -31.6268
0.0032 161.652 121.662 228.273 466.602 -35.9242
0.0036 181.79 153.978 259.786 521.946 -40.1331
0.004 201.903 190.097 292.349 576.238 -44.2428
0.0044 221.99 230.018 326.081 629.361 -48.2419
0.0048 31.8498 35.8063 47.0433 89.02 -6.80201
0.0052 0 0 0 0 0
0.0056 0 0 0 0 0
0.006 0 0 0 0 0
0.0064 0 0 0 0 0
0.0068 0 0 0 0 0
0.0072 0 0 0 0 0
0.0076 0 0 0 0 0
0.008 0 0 0 0 0
0.0084 0 0 0 0 0
0.0088 0 0 0 0 0
0.0092 0 0 0 0 0
0.0096 0 0 0 0 0
0.01 0 0 0 0 0
0.0104 0 0 0 0 0
0.0108 0 0 0 0 0
0.0112 0 0 0 0 0
0.0116 0 0 0 0 0
0.012 0 0 0 0 0
0.0124 0 0 0 0 0
0.0128 0 0 0 0 0
0.0132 0 0 0 0 0
0.0136 0 0 0 0 0
0.014 0 0 0 0 0
0.0144 0 0 0 0 0
0.0148 0 0 0 0 0
0.0152 0 0 0 0 0
0.0156 0 0 0 0 0
0.016 0 0 0 0 0
0.0164 0 0 0 0 0
0.0168 0 0 0 0 0
0.0172 0 0 0 0 0
0.0176 0 0 0 0 0
0.018 0 0 0 0 0
0.0184 0 0 0 0 0
0.0188 0 0 0 0 0
0.0192 0 0 0 0 0
0.0196 0 0 0 0 0
0.02 -nan -nan -nan -nan -nan
