#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0004 54.6517 1.06414
0.0008 92.8218 1.96371
0.0012 108.176 2.62369
0.0016 115.809 3.06517
0.002 118.173 3.29019
0.0024 121.767 3.32836
0.0028 108.399 3.15905
0.0032 107.289 2.84779
0.0036 97.524 2.43926
0.004 82.9597 1.89289
0.0044 77.2232 1.37182
0.0048 52.3072 0.805702
0.0052 37.6178 0.333773
0.0056 6.9451 0.0277992
0.006 0 0
0.0064 0 0
0.0068 0 0
0.0072 0 0
0.0076 0 0
0.008 0 0
0.0084 0 0
0.0088 0 0
0.0092 0 0
0.0096 0 0
0.01 0 0
0.0104 0 0
0.0108 0 0
0.0112 0 0
0.0116 0 0
0.012 0 0
0.0124 0 0
0.0128 0 0
0.0132 0 0
0.0136 0 0
0.014 0 0
0.0144 0 0
0.0148 0 0
0.0152 0 0
0.0156 0 0
0.016 0 0
0.0164 0 0
0.0168 0 0
0.0172 0 0
0.0176 0 0
0.018 0 0
0.0184 0 0
0.0188 0 0
0.0192 0 0
0.0196 0 0
0.02 -nan -nan
