#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0172 0 0
0.0344 0 0
0.0516 0 0
0.0688 0 0
0.086 0 0
0.1032 0 0
0.1204 0 0
0.1376 0.00205459 0.00904957
0.1548 0.0754109 0.324424
0.172 0.199207 0.835793
0.1892 0.384256 1.57337
0.2064 0.621649 2.48351
0.2236 0.893197 3.47614
0.2408 1.24318 4.71538
0.258 1.6375 6.04677
0.2752 2.07421 7.44913
0.2924 2.54484 8.8791
0.3096 3.02306 10.2344
0.3268 3.42169 11.2172
0.344 3.57932 11.3268
0.3612 3.44696 10.4957
0.3784 3.13734 9.17228
0.3956 2.70481 7.5781
0.4128 2.19608 5.88595
0.43 1.63548 4.18521
0.4472 1.07571 2.62368
0.4644 0.539562 1.25137
0.4816 0.100339 0.22061
0.4988 0 0
0.516 0 0
0.5332 0 0
0.5504 0 0
0.5676 0 0
0.5848 0 0
0.602 0 0
0.6192 0 0
0.6364 0 0
0.6536 0 0
0.6708 0 0
0.688 0 0
0.7052 0 0
0.7224 0 0
0.7396 0 0
0.7568 0 0
0.774 0 0
0.7912 0 0
0.8084 0 0
0.8256 0 0
0.8428 0 0
0.86 -nan -nan
