#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0156 0 0
0.0312 0 0
0.0468 0 0
0.0624 0 0
0.078 0 0
0.0936 0 0
0.1092 0 0
0.1248 0 0
0.1404 0.317362 1.13433
0.156 0.736697 2.57076
0.1716 1.14434 3.89609
0.1872 1.53706 5.10218
0.2028 1.91087 6.17947
0.2184 2.26087 7.11685
0.234 2.58104 7.9014
0.2496 2.864 8.51829
0.2652 3.10071 8.9505
0.2808 3.28011 9.17858
0.2964 3.38864 9.18039
0.312 3.40965 8.9308
0.3276 3.32265 8.40133
0.3432 3.10238 7.55983
0.3588 2.71755 6.37008
0.3744 2.12927 4.79136
0.39 1.289 2.77815
0.4056 0.135808 0.279641
0.4212 0 0
0.4368 0 0
0.4524 0 0
0.468 0 0
0.4836 0 0
0.4992 0 0
0.5148 0 0
0.5304 0 0
0.546 0 0
0.5616 0 0
0.5772 0 0
0.5928 0 0
0.6084 0 0
0.624 0 0
0.6396 0 0
0.6552 0 0
0.6708 0 0
0.6864 0 0
0.702 0 0
0.7176 0 0
0.7332 0 0
0.7488 0 0
0.7644 0 0
0.78 -nan -nan
