#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0124 0 0 0 0 0
0.0248 0 0 0 0 0
0.0372 0 0 0 0 0
0.0496 0 0 0 0 0
0.062 0.335937 0.0677464 0.00618287 4.67266 -4.63858
0.0744 1.05493 0.255223 0.0238196 14.1108 -14.0016
0.0868 1.76813 0.498962 0.0488047 22.8001 -22.6135
0.0992 2.46521 0.794921 0.082509 30.714 -30.4486
0.1116 3.13542 1.13725 0.125971 37.8194 -37.4752
0.124 3.76744 1.51816 0.17979 44.0767 -43.6548
0.1364 4.34926 1.92774 0.24401 49.4387 -48.942
0.1488 4.86802 2.35371 0.317984 53.8502 -53.2831
0.1612 5.30986 2.78123 0.400223 57.2472 -56.6162
0.1736 5.65974 3.19256 0.488221 59.5559 -58.8695
0.186 5.90129 3.56672 0.578256 60.6917 -59.961
0.1984 6.01667 3.87915 0.66516 60.558 -59.7969
0.2108 5.98636 4.10123 0.742067 59.0449 -58.2705
0.2232 5.78903 4.19988 0.800116 56.0273 -55.2608
0.2356 5.40144 4.13707 0.828123 51.3633 -50.6302
0.248 4.79825 3.86929 0.812224 44.8921 -44.2233
0.2604 3.95204 3.34709 0.735473 36.4312 -35.8643
0.2728 2.83334 2.51464 0.577429 25.7734 -25.3542
0.2852 1.41075 1.30944 0.313727 12.684 -12.468
0.2976 0 0 0 0 0
0.31 0 0 0 0 0
0.3224 0 0 0 0 0
0.3348 0 0 0 0 0
0.3472 0 0 0 0 0
0.3596 0 0 0 0 0
0.372 0 0 0 0 0
0.3844 0 0 0 0 0
0.3968 0 0 0 0 0
0.4092 0 0 0 0 0
0.4216 0 0 0 0 0
0.434 0 0 0 0 0
0.4464 0 0 0 0 0
0.4588 0 0 0 0 0
0.4712 0 0 0 0 0
0.4836 0 0 0 0 0
0.496 0 0 0 0 0
0.5084 0 0 0 0 0
0.5208 0 0 0 0 0
0.5332 0 0 0 0 0
0.5456 0 0 0 0 0
0.558 0 0 0 0 0
0.5704 0 0 0 0 0
0.5828 0 0 0 0 0
0.5952 0 0 0 0 0
0.6076 0 0 0 0 0
0.62 -nan -nan -nan -nan -nan
