#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0074 4.45663 3.95827
0.0148 8.93271 7.91471
0.0222 13.1281 11.5866
0.0296 17.2275 15.1206
0.037 20.6841 18.0269
0.0444 23.9696 20.7096
0.0518 27.2133 23.2691
0.0592 30.1337 25.456
0.0666 32.1167 26.7591
0.074 32.5047 26.6663
0.0814 31.1799 25.1437
0.0888 28.6924 22.7025
0.0962 25.5973 19.8341
0.1036 22.1664 16.7856
0.111 18.671 13.7875
0.1184 15.1353 10.8741
0.1258 11.4856 8.01007
0.1332 8.07942 5.45521
0.1406 5.15289 3.35886
0.148 2.54138 1.59475
0.1554 0.638968 0.384718
0.1628 0 0
0.1702 0 0
0.1776 0 0
0.185 0 0
0.1924 0 0
0.1998 0 0
0.2072 0 0
0.2146 0 0
0.222 0 0
0.2294 0 0
0.2368 0 0
0.2442 0 0
0.2516 0 0
0.259 0 0
0.2664 0 0
0.2738 0 0
0.2812 0 0
0.2886 0 0
0.296 0 0
0.3034 0 0
0.3108 0 0
0.3182 0 0
0.3256 0 0
0.333 0 0
0.3404 0 0
0.3478 0 0
0.3552 0 0
0.3626 0 0
0.37 -nan -nan
