#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.015 0 0
0.03 0 0
0.045 0 0
0.06 0 0
0.075 0 0
0.09 0.0506175 0.174138
0.105 0.226794 0.766566
0.12 0.487302 1.61732
0.135 0.798267 2.59702
0.15 1.24117 3.96189
0.165 1.72642 5.39786
0.18 2.28846 7.00226
0.195 2.94422 8.81086
0.21 3.64539 10.6557
0.225 4.3809 12.4926
0.24 5.11685 14.2156
0.255 5.72213 15.4583
0.27 5.96404 15.6239
0.285 5.76685 14.6082
0.3 5.29034 12.9307
0.315 4.64079 10.9246
0.33 3.87399 8.76697
0.345 3.03897 6.59893
0.36 2.16448 4.50006
0.375 1.29918 2.57993
0.39 0.540852 1.02347
0.405 0.0241009 0.0433527
0.42 0 0
0.435 0 0
0.45 0 0
0.465 0 0
0.48 0 0
0.495 0 0
0.51 0 0
0.525 0 0
0.54 0 0
0.555 0 0
0.57 0 0
0.585 0 0
0.6 0 0
0.615 0 0
0.63 0 0
0.645 0 0
0.66 0 0
0.675 0 0
0.69 0 0
0.705 0 0
0.72 0 0
0.735 0 0
0.75 -nan -nan
