#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0052 13.5392 6.25822
0.0104 27.0835 12.4694
0.0156 40.6381 18.5866
0.0208 54.2081 24.5624
0.026 67.6082 30.2675
0.0312 69.4004 30.8249
0.0364 70.2048 30.8674
0.0416 69.9759 30.3866
0.0468 68.6588 29.3772
0.052 66.1884 27.8371
0.0572 62.488 25.7675
0.0624 57.4681 23.1735
0.0676 51.0245 20.0647
0.0728 43.0367 16.4555
0.078 33.3649 12.366
0.0832 21.8475 7.8229
0.0884 8.29751 2.86012
0.0936 0 0
0.0988 0 0
0.104 0 0
0.1092 0 0
0.1144 0 0
0.1196 0 0
0.1248 0 0
0.13 0 0
0.1352 0 0
0.1404 0 0
0.1456 0 0
0.1508 0 0
0.156 0 0
0.1612 0 0
0.1664 0 0
0.1716 0 0
0.1768 0 0
0.182 0 0
0.1872 0 0
0.1924 0 0
0.1976 0 0
0.2028 0 0
0.208 0 0
0.2132 0 0
0.2184 0 0
0.2236 0 0
0.2288 0 0
0.234 0 0
0.2392 0 0
0.2444 0 0
0.2496 0 0
0.2548 0 0
0.26 -nan -nan
