#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0158 0 0
0.0316 0 0
0.0474 0 0
0.0632 0 0
0.079 0 0
0.0948 0 0
0.1106 0.0476444 0.179213
0.1264 0.197896 0.729667
0.1422 0.421083 1.5214
0.158 0.689279 2.43639
0.1738 1.05672 3.65628
0.1896 1.47809 5.0005
0.2054 1.94606 6.429
0.2212 2.50938 8.0933
0.237 3.11151 9.78449
0.2528 3.74185 11.4585
0.2686 4.36173 12.9888
0.2844 4.81337 13.907
0.3002 4.92853 13.7755
0.316 4.6776 12.6111
0.3318 4.22617 10.9688
0.3476 3.64111 9.08114
0.3634 2.95623 7.07132
0.3792 2.21798 5.07844
0.395 1.49187 3.26387
0.4108 0.794837 1.65753
0.4266 0.204476 0.405325
0.4424 0 0
0.4582 0 0
0.474 0 0
0.4898 0 0
0.5056 0 0
0.5214 0 0
0.5372 0 0
0.553 0 0
0.5688 0 0
0.5846 0 0
0.6004 0 0
0.6162 0 0
0.632 0 0
0.6478 0 0
0.6636 0 0
0.6794 0 0
0.6952 0 0
0.711 0 0
0.7268 0 0
0.7426 0 0
0.7584 0 0
0.7742 0 0
0.79 -nan -nan
