#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0124 0 0
0.0248 0 0
0.0372 0.132065 0.320382
0.0496 0.506894 1.21719
0.062 1.03552 2.45899
0.0744 1.63961 3.84345
0.0868 2.48778 5.7576
0.0992 3.37793 7.70469
0.1116 4.43033 9.95038
0.124 5.59745 12.3652
0.1364 6.82798 14.8155
0.1488 8.1262 17.2972
0.1612 9.41547 19.6323
0.1736 10.5963 21.6092
0.186 11.2717 22.4319
0.1984 11.2492 21.7952
0.2108 10.5493 19.8522
0.2232 9.50756 17.345
0.2356 8.22243 14.5142
0.248 6.82309 11.6322
0.2604 5.36595 8.81784
0.2728 3.8685 6.1138
0.2852 2.39098 3.62496
0.2976 1.09022 1.58169
0.31 0.176435 0.24435
0.3224 0 0
0.3348 0 0
0.3472 0 0
0.3596 0 0
0.372 0 0
0.3844 0 0
0.3968 0 0
0.4092 0 0
0.4216 0 0
0.434 0 0
0.4464 0 0
0.4588 0 0
0.4712 0 0
0.4836 0 0
0.496 0 0
0.5084 0 0
0.5208 0 0
0.5332 0 0
0.5456 0 0
0.558 0 0
0.5704 0 0
0.5828 0 0
0.5952 0 0
0.6076 0 0
0.62 -nan -nan
