#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0154 0 0 0 0 0
0.0308 0 0 0 0 0
0.0462 0 0 0 0 0
0.0616 0 0 0 0 0
0.077 0 0 0 0 0
0.0924 0 0 0 0 0
0.1078 0 0 0 0 0
0.1232 0 0 0 0 0
0.1386 0.29088 0.105195 0.0107961 5.62964 -5.62736
0.154 0.604963 0.243047 0.0269582 11.0677 -11.0605
0.1694 0.925668 0.409022 0.048919 16.0833 -16.0692
0.1848 1.24614 0.600617 0.0772195 20.6481 -20.6253
0.2002 1.55904 0.813977 0.112122 24.7274 -24.6946
0.2156 1.85641 1.04373 0.153518 28.2796 -28.2361
0.231 2.12958 1.28279 0.200825 31.2552 -31.2009
0.2464 2.36902 1.52214 0.252859 33.5959 -33.531
0.2618 2.5642 1.75053 0.307693 35.2333 -35.1588
0.2772 2.70348 1.95423 0.362491 36.0875 -36.0047
0.2926 2.77395 2.11668 0.413323 36.0651 -35.9763
0.308 2.76137 2.21814 0.454941 35.0578 -34.9657
0.3234 2.65004 2.23538 0.480556 32.9393 -32.8474
0.3388 2.4228 2.14129 0.481575 29.5631 -29.4757
0.3542 2.06107 1.9047 0.447345 24.7585 -24.6811
0.3696 1.54505 1.49022 0.36491 18.3271 -18.2665
0.385 0.854127 0.858353 0.218813 10.038 -10.0028
0.4004 0 0 0 0 0
0.4158 0 0 0 0 0
0.4312 0 0 0 0 0
0.4466 0 0 0 0 0
0.462 0 0 0 0 0
0.4774 0 0 0 0 0
0.4928 0 0 0 0 0
0.5082 0 0 0 0 0
0.5236 0 0 0 0 0
0.539 0 0 0 0 0
0.5544 0 0 0 0 0
0.5698 0 0 0 0 0
0.5852 0 0 0 0 0
0.6006 0 0 0 0 0
0.616 0 0 0 0 0
0.6314 0 0 0 0 0
0.6468 0 0 0 0 0
0.6622 0 0 0 0 0
0.6776 0 0 0 0 0
0.693 0 0 0 0 0
0.7084 0 0 0 0 0
0.7238 0 0 0 0 0
0.7392 0 0 0 0 0
0.7546 0 0 0 0 0
0.77 -nan -nan -nan -nan -nan
