#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0028 26.6354 1.48944 10.6156 93.7165 -46.8657
0.0056 51.6589 5.77723 20.672 181.478 -90.7119
0.0084 73.4918 12.3274 29.6063 257.508 -128.617
0.0112 88.1726 19.7067 35.7826 307.39 -153.336
0.014 95.6167 26.6889 39.1623 331.14 -164.909
0.0168 97.1055 32.4941 40.2362 333.699 -165.854
0.0196 94.4137 36.8314 39.7051 321.798 -159.585
0.0224 89.8969 40.0716 38.5325 304.021 -150.418
0.0252 81.9129 41.0736 35.8769 274.665 -135.54
0.028 71.4912 39.837 32.0849 237.574 -116.904
0.0308 59.2008 36.297 27.285 194.822 -95.567
0.0336 45.5717 30.4808 21.5877 148.255 -72.4654
0.0364 32.69 23.6909 15.9492 105.061 -51.155
0.0392 21.9025 17.1047 11.0362 69.5401 -33.723
0.042 11.8913 9.95414 6.19205 37.2378 -17.9775
0.0448 4.29117 3.83471 2.31411 13.2505 -6.36689
0.0476 0.154882 0.147282 0.0867462 0.471841 -0.22562
0.0504 0 0 0 0 0
0.0532 0 0 0 0 0
0.056 0 0 0 0 0
0.0588 0 0 0 0 0
0.0616 0 0 0 0 0
0.0644 0 0 0 0 0
0.0672 0 0 0 0 0
0.07 0 0 0 0 0
0.0728 0 0 0 0 0
0.0756 0 0 0 0 0
0.0784 0 0 0 0 0
0.0812 0 0 0 0 0
0.084 0 0 0 0 0
0.0868 0 0 0 0 0
0.0896 0 0 0 0 0
0.0924 0 0 0 0 0
0.0952 0 0 0 0 0
0.098 0 0 0 0 0
0.1008 0 0 0 0 0
0.1036 0 0 0 0 0
0.1064 0 0 0 0 0
0.1092 0 0 0 0 0
0.112 0 0 0 0 0
0.1148 0 0 0 0 0
0.1176 0 0 0 0 0
0.1204 0 0 0 0 0
0.1232 0 0 0 0 0
0.126 0 0 0 0 0
0.1288 0 0 0 0 0
0.1316 0 0 0 0 0
0.1344 0 0 0 0 0
0.1372 0 0 0 0 0
0.14 -nan -nan -nan -nan -nan
