#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.01 0.884671 1.41266
0.02 1.6571 2.63488
0.03 2.52763 3.99519
0.04 3.68131 5.77946
0.05 4.84882 7.54777
0.06 6.31719 9.74071
0.07 7.82998 11.9409
0.08 9.41616 14.1818
0.09 11.1142 16.509
0.1 12.8264 18.7619
0.11 14.4065 20.7185
0.12 15.5457 21.9404
0.13 15.8477 21.9054
0.14 15.2246 20.5669
0.15 13.979 18.4196
0.16 12.4529 15.9754
0.17 10.7051 13.3443
0.18 8.78807 10.6223
0.19 6.91131 8.08364
0.2 5.08925 5.74698
0.21 3.29594 3.58417
0.22 1.6982 1.77363
0.23 0.523605 0.523808
0.24 0 0
0.25 0 0
0.26 0 0
0.27 0 0
0.28 0 0
0.29 0 0
0.3 0 0
0.31 0 0
0.32 0 0
0.33 0 0
0.34 0 0
0.35 0 0
0.36 0 0
0.37 0 0
0.38 0 0
0.39 0 0
0.4 0 0
0.41 0 0
0.42 0 0
0.43 0 0
0.44 0 0
0.45 0 0
0.46 0 0
0.47 0 0
0.48 0 0
0.49 0 0
0.5 -nan -nan
