#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.017 0 0
0.034 0 0
0.051 0 0
0.068 0 0
0.085 0 0
0.102 0 0
0.119 0 0
0.136 0 0
0.153 0 0
0.17 0.173207 0.721592
0.187 0.554973 2.24862
0.204 0.932003 3.671
0.221 1.30123 4.97988
0.238 1.65884 6.1647
0.255 2.00009 7.21295
0.272 2.3191 8.10992
0.289 2.60858 8.83841
0.306 2.85949 9.37842
0.323 3.06062 9.70674
0.34 3.19805 9.79657
0.357 3.25447 9.61696
0.374 3.2083 9.13233
0.391 3.03253 8.30177
0.408 2.69329 7.0784
0.425 2.14789 5.4086
0.442 1.34226 3.23115
0.459 0.207515 0.476347
0.476 0 0
0.493 0 0
0.51 0 0
0.527 0 0
0.544 0 0
0.561 0 0
0.578 0 0
0.595 0 0
0.612 0 0
0.629 0 0
0.646 0 0
0.663 0 0
0.68 0 0
0.697 0 0
0.714 0 0
0.731 0 0
0.748 0 0
0.765 0 0
0.782 0 0
0.799 0 0
0.816 0 0
0.833 0 0
0.85 -nan -nan
