#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0186 0 0
0.0372 0 0
0.0558 0 0
0.0744 0 0
0.093 0 0
0.1116 0 0
0.1302 0 0
0.1488 0 0
0.1674 0 0
0.186 0 0
0.2046 0 0
0.2232 0.11811 0.563581
0.2418 0.327729 1.5133
0.2604 0.53671 2.39766
0.279 0.742841 3.20951
0.2976 0.943337 3.94025
0.3162 1.13469 4.57959
0.3348 1.3125 5.11529
0.3534 1.47121 5.53289
0.372 1.60382 5.81532
0.3906 1.70153 5.94254
0.4092 1.7532 5.89103
0.4278 1.74472 5.63324
0.4464 1.65818 5.13692
0.465 1.47077 4.36444
0.4836 1.15324 3.27186
0.5022 0.667992 1.80797
0.5208 0 0
0.5394 0 0
0.558 0 0
0.5766 0 0
0.5952 0 0
0.6138 0 0
0.6324 0 0
0.651 0 0
0.6696 0 0
0.6882 0 0
0.7068 0 0
0.7254 0 0
0.744 0 0
0.7626 0 0
0.7812 0 0
0.7998 0 0
0.8184 0 0
0.837 0 0
0.8556 0 0
0.8742 0 0
0.8928 0 0
0.9114 0 0
0.93 -nan -nan
