#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0044 15.013 5.19382
0.0088 30.0302 10.3391
0.0132 45.056 15.3873
0.0176 60.0946 20.2897
0.022 75.1502 24.9974
0.0264 90.2273 29.4613
0.0308 90.3025 29.1529
0.0352 88.496 28.1826
0.0396 85.249 26.7074
0.044 80.4786 24.7328
0.0484 74.0881 22.269
0.0528 65.9645 19.3314
0.0572 55.9769 15.9414
0.0616 43.9737 12.1266
0.066 29.78 7.92235
0.0704 13.1937 3.37206
0.0748 0 0
0.0792 0 0
0.0836 0 0
0.088 0 0
0.0924 0 0
0.0968 0 0
0.1012 0 0
0.1056 0 0
0.11 0 0
0.1144 0 0
0.1188 0 0
0.1232 0 0
0.1276 0 0
0.132 0 0
0.1364 0 0
0.1408 0 0
0.1452 0 0
0.1496 0 0
0.154 0 0
0.1584 0 0
0.1628 0 0
0.1672 0 0
0.1716 0 0
0.176 0 0
0.1804 0 0
0.1848 0 0
0.1892 0 0
0.1936 0 0
0.198 0 0
0.2024 0 0
0.2068 0 0
0.2112 0 0
0.2156 0 0
0.22 -nan -nan
