#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0108 0.194988 0.00789233 0.00239974 2.15324 -2.11188
0.0216 0.546906 0.0442622 0.00725622 5.90727 -5.79161
0.0324 1.0221 0.124055 0.0154124 10.8116 -10.5957
0.0432 1.5914 0.257486 0.0281818 16.4657 -16.1297
0.054 2.35007 0.475242 0.0499074 23.9101 -23.4129
0.0648 3.14267 0.762542 0.080335 31.3589 -30.6924
0.0756 4.12889 1.16875 0.127036 40.5642 -39.6848
0.0864 5.16717 1.67154 0.190134 49.955 -48.8486
0.0972 6.26297 2.27926 0.273444 59.6 -58.2505
0.108 7.42429 3.00218 0.381385 69.6167 -68.0049
0.1188 8.59251 3.82224 0.514857 79.4293 -77.5478
0.1296 9.65995 4.68807 0.669439 88.0059 -85.8704
0.1404 10.3928 5.46448 0.826162 93.1324 -90.8114
0.1512 10.5556 5.97736 0.955096 92.7466 -90.3649
0.162 10.0941 6.12464 1.0323 86.6801 -84.3786
0.1728 9.25429 5.98978 1.06311 77.584 -75.4505
0.1836 8.19772 5.63808 1.05205 67.1084 -65.1955
0.1944 6.98759 5.08916 0.996736 55.872 -54.2198
0.2052 5.67498 4.36352 0.895555 44.3304 -42.9692
0.216 4.28589 3.46957 0.744984 32.6934 -31.6495
0.2268 3.0539 2.59658 0.582547 22.8259 -22.0687
0.2376 1.88268 1.67753 0.392655 13.7866 -13.3107
0.2484 0.869975 0.810723 0.197712 6.24431 -6.01973
0.2592 0.157194 0.152931 0.0388125 1.10875 -1.06718
0.27 0 0 0 0 0
0.2808 0 0 0 0 0
0.2916 0 0 0 0 0
0.3024 0 0 0 0 0
0.3132 0 0 0 0 0
0.324 0 0 0 0 0
0.3348 0 0 0 0 0
0.3456 0 0 0 0 0
0.3564 0 0 0 0 0
0.3672 0 0 0 0 0
0.378 0 0 0 0 0
0.3888 0 0 0 0 0
0.3996 0 0 0 0 0
0.4104 0 0 0 0 0
0.4212 0 0 0 0 0
0.432 0 0 0 0 0
0.4428 0 0 0 0 0
0.4536 0 0 0 0 0
0.4644 0 0 0 0 0
0.4752 0 0 0 0 0
0.486 0 0 0 0 0
0.4968 0 0 0 0 0
0.5076 0 0 0 0 0
0.5184 0 0 0 0 0
0.5292 0 0 0 0 0
0.54 -nan -nan -nan -nan -nan
