#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0166 0 0
0.0332 0 0
0.0498 0 0
0.0664 0 0
0.083 0 0
0.0996 0 0
0.1162 0 0
0.1328 0.0458742 0.187314
0.1494 0.175753 0.701833
0.166 0.369481 1.4429
0.1826 0.605939 2.31088
0.1992 0.910481 3.39044
0.2158 1.27985 4.65183
0.2324 1.69151 5.99323
0.249 2.15914 7.45168
0.2656 2.68301 9.0126
0.2822 3.22821 10.5414
0.2988 3.74125 11.8567
0.3154 4.05586 12.4411
0.332 4.06089 12.0193
0.3486 3.78793 10.7884
0.3652 3.37432 9.2315
0.3818 2.85285 7.4836
0.3984 2.2566 5.66512
0.415 1.61511 3.87222
0.4316 0.971895 2.22016
0.4482 0.404118 0.877705
0.4648 0.0148224 0.0305354
0.4814 0 0
0.498 0 0
0.5146 0 0
0.5312 0 0
0.5478 0 0
0.5644 0 0
0.581 0 0
0.5976 0 0
0.6142 0 0
0.6308 0 0
0.6474 0 0
0.664 0 0
0.6806 0 0
0.6972 0 0
0.7138 0 0
0.7304 0 0
0.747 0 0
0.7636 0 0
0.7802 0 0
0.7968 0 0
0.8134 0 0
0.83 -nan -nan
