#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0164 0 0
0.0328 0 0
0.0492 0 0
0.0656 0 0
0.082 0 0
0.0984 0 0
0.1148 0.00872607 0.0353755
0.1312 0.0766653 0.30434
0.1476 0.182523 0.708509
0.164 0.344617 1.30971
0.1804 0.539684 2.00518
0.1968 0.776079 2.81636
0.2132 1.07304 3.80361
0.2296 1.40185 4.84699
0.246 1.77108 5.9675
0.2624 2.17797 7.14463
0.2788 2.59411 8.2737
0.2952 2.97567 9.21191
0.3116 3.17969 9.52644
0.328 3.13699 9.06716
0.3444 2.90354 8.07599
0.3608 2.56976 6.8659
0.3772 2.15737 5.5265
0.3936 1.69918 4.16552
0.41 1.21681 2.84867
0.4264 0.739779 1.64999
0.4428 0.320711 0.679887
0.4592 0.0229025 0.0460176
0.4756 0 0
0.492 0 0
0.5084 0 0
0.5248 0 0
0.5412 0 0
0.5576 0 0
0.574 0 0
0.5904 0 0
0.6068 0 0
0.6232 0 0
0.6396 0 0
0.656 0 0
0.6724 0 0
0.6888 0 0
0.7052 0 0
0.7216 0 0
0.738 0 0
0.7544 0 0
0.7708 0 0
0.7872 0 0
0.8036 0 0
0.82 -nan -nan
