#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.014 0 0 0 0 0
0.028 0 0 0 0 0
0.042 0 0 0 0 0
0.056 0.00420649 0.000677123 5.26117e-05 0.0742584 -0.0741323
0.07 0.0737951 0.0148449 0.00117181 1.24242 -1.23993
0.084 0.211385 0.051019 0.00425502 3.42487 -3.41711
0.098 0.406835 0.114542 0.0102608 6.36781 -6.35177
0.112 0.63915 0.205628 0.0198878 9.64128 -9.61425
0.126 0.96524 0.349333 0.0365682 14.1711 -14.1281
0.14 1.32706 0.533613 0.0603304 18.9362 -18.8741
0.154 1.74322 0.771013 0.0938977 24.2214 -24.1362
0.168 2.22438 1.07326 0.140368 30.2017 -30.0887
0.182 2.73477 1.42949 0.200087 36.3069 -36.1627
0.196 3.26373 1.83726 0.274312 42.4172 -42.239
0.21 3.78392 2.28235 0.362342 48.1914 -47.9776
0.224 4.21274 2.71054 0.456165 52.528 -52.2813
0.238 4.39622 3.00551 0.534582 53.434 -53.1661
0.252 4.28092 3.09893 0.580968 50.4955 -50.223
0.266 3.95097 3.0191 0.595152 45.1538 -44.8908
0.28 3.49913 2.81472 0.582215 38.7846 -38.5413
0.294 2.95569 2.49667 0.540829 31.8113 -31.5967
0.308 2.35694 2.08595 0.472359 24.6698 -24.4911
0.322 1.72736 1.59846 0.377753 17.602 -17.4651
0.336 1.10379 1.06603 0.262498 10.9611 -10.8695
0.35 0.562871 0.566394 0.145121 5.46805 -5.41903
0.364 0.156128 0.163437 0.043517 1.48976 -1.47545
0.378 0 0 0 0 0
0.392 0 0 0 0 0
0.406 0 0 0 0 0
0.42 0 0 0 0 0
0.434 0 0 0 0 0
0.448 0 0 0 0 0
0.462 0 0 0 0 0
0.476 0 0 0 0 0
0.49 0 0 0 0 0
0.504 0 0 0 0 0
0.518 0 0 0 0 0
0.532 0 0 0 0 0
0.546 0 0 0 0 0
0.56 0 0 0 0 0
0.574 0 0 0 0 0
0.588 0 0 0 0 0
0.602 0 0 0 0 0
0.616 0 0 0 0 0
0.63 0 0 0 0 0
0.644 0 0 0 0 0
0.658 0 0 0 0 0
0.672 0 0 0 0 0
0.686 0 0 0 0 0
0.7 -nan -nan -nan -nan -nan
