#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0102 0.78721 1.30908
0.0204 1.66081 2.74832
0.0306 2.78186 4.57508
0.0408 4.18018 6.82576
0.051 5.65434 9.15199
0.0612 7.50722 12.034
0.0714 9.38433 14.8742
0.0816 11.4474 17.9173
0.0918 13.6352 21.0459
0.102 15.8014 24.0147
0.1122 17.8943 26.7366
0.1224 19.5571 28.6778
0.1326 20.2027 29.0145
0.1428 19.6721 27.6131
0.153 18.2158 24.9398
0.1632 16.2647 21.6793
0.1734 14.0414 18.1859
0.1836 11.6552 14.639
0.1938 9.25122 11.2452
0.204 6.78494 7.96301
0.2142 4.33417 4.89897
0.2244 2.27283 2.46829
0.2346 0.626176 0.651503
0.2448 0 0
0.255 0 0
0.2652 0 0
0.2754 0 0
0.2856 0 0
0.2958 0 0
0.306 0 0
0.3162 0 0
0.3264 0 0
0.3366 0 0
0.3468 0 0
0.357 0 0
0.3672 0 0
0.3774 0 0
0.3876 0 0
0.3978 0 0
0.408 0 0
0.4182 0 0
0.4284 0 0
0.4386 0 0
0.4488 0 0
0.459 0 0
0.4692 0 0
0.4794 0 0
0.4896 0 0
0.4998 0 0
0.51 -nan -nan
