#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0056 12.0676 0.516988 0.862271 56.9366 -45.6865
0.0112 24.0858 2.06431 1.75934 113.79 -91.2996
0.0168 36.0046 4.63096 2.72566 170.477 -136.766
0.0224 47.7731 8.19844 3.79506 226.914 -182.011
0.028 54.5279 11.7006 4.56021 258.305 -207.037
0.0336 56.5692 14.5656 4.9949 265.778 -212.758
0.0392 57.7695 17.3549 5.42734 269.174 -215.175
0.0448 58.085 19.9462 5.84264 268.384 -214.216
0.0504 57.4681 22.2079 6.21923 263.293 -209.801
0.056 55.8662 23.9978 6.52817 253.768 -201.846
0.0616 53.222 25.1621 6.73238 239.668 -190.257
0.0672 49.4729 25.5334 6.78562 220.835 -174.936
0.0728 44.55 24.9291 6.63144 197.096 -155.775
0.0784 38.378 23.1498 6.20183 168.264 -132.662
0.084 30.8745 19.9762 5.41569 134.131 -105.472
0.0896 21.9487 15.1674 4.17709 94.4725 -74.0768
0.0952 11.5014 8.45703 2.37306 49.0406 -38.3363
0.1008 0 0 0 0 0
0.1064 0 0 0 0 0
0.112 0 0 0 0 0
0.1176 0 0 0 0 0
0.1232 0 0 0 0 0
0.1288 0 0 0 0 0
0.1344 0 0 0 0 0
0.14 0 0 0 0 0
0.1456 0 0 0 0 0
0.1512 0 0 0 0 0
0.1568 0 0 0 0 0
0.1624 0 0 0 0 0
0.168 0 0 0 0 0
0.1736 0 0 0 0 0
0.1792 0 0 0 0 0
0.1848 0 0 0 0 0
0.1904 0 0 0 0 0
0.196 0 0 0 0 0
0.2016 0 0 0 0 0
0.2072 0 0 0 0 0
0.2128 0 0 0 0 0
0.2184 0 0 0 0 0
0.224 0 0 0 0 0
0.2296 0 0 0 0 0
0.2352 0 0 0 0 0
0.2408 0 0 0 0 0
0.2464 0 0 0 0 0
0.252 0 0 0 0 0
0.2576 0 0 0 0 0
0.2632 0 0 0 0 0
0.2688 0 0 0 0 0
0.2744 0 0 0 0 0
0.28 -nan -nan -nan -nan -nan
