#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0154 0 0 0 0 0
0.0308 0 0 0 0 0
0.0462 0 0 0 0 0
0.0616 0 0 0 0 0
0.077 0 0 0 0 0
0.0924 0.0144153 0.00347578 0.000275608 0.296079 -0.296012
0.1078 0.0798306 0.0224522 0.00192754 1.55569 -1.555
0.1232 0.178703 0.05743 0.00536022 3.30798 -3.30579
0.1386 0.334678 0.120989 0.0122903 5.9653 -5.96038
0.154 0.52589 0.211219 0.0232788 9.02898 -9.02
0.1694 0.754855 0.333475 0.0397242 12.496 -12.4815
0.1848 1.04348 0.502872 0.0645172 16.7752 -16.7534
0.2002 1.36178 0.710942 0.0978381 21.2617 -21.2311
0.2156 1.71508 0.964264 0.141813 26.0667 -26.0259
0.231 2.09907 1.26447 0.198052 31.14 -31.0876
0.2464 2.48665 1.59787 0.265672 36.0525 -35.9877
0.2618 2.84178 1.94028 0.341424 40.2854 -40.2083
0.2772 3.04693 2.20281 0.409039 42.0519 -41.9649
0.2926 3.03802 2.31846 0.453093 40.6168 -40.5245
0.308 2.83855 2.28031 0.467903 36.648 -36.5558
0.3234 2.53542 2.13874 0.45983 31.6506 -31.5628
0.3388 2.15465 1.90422 0.428167 26.0517 -25.9725
0.3542 1.72085 1.59012 0.37327 20.1914 -20.1243
0.3696 1.25734 1.21248 0.296659 14.3408 -14.2888
0.385 0.796034 0.799741 0.203642 8.84194 -8.80697
0.4004 0.390525 0.408118 0.108007 4.24174 -4.22349
0.4158 0.0981373 0.106532 0.0292667 1.0501 -1.04522
0.4312 0 0 0 0 0
0.4466 0 0 0 0 0
0.462 0 0 0 0 0
0.4774 0 0 0 0 0
0.4928 0 0 0 0 0
0.5082 0 0 0 0 0
0.5236 0 0 0 0 0
0.539 0 0 0 0 0
0.5544 0 0 0 0 0
0.5698 0 0 0 0 0
0.5852 0 0 0 0 0
0.6006 0 0 0 0 0
0.616 0 0 0 0 0
0.6314 0 0 0 0 0
0.6468 0 0 0 0 0
0.6622 0 0 0 0 0
0.6776 0 0 0 0 0
0.693 0 0 0 0 0
0.7084 0 0 0 0 0
0.7238 0 0 0 0 0
0.7392 0 0 0 0 0
0.7546 0 0 0 0 0
0.77 -nan -nan -nan -nan -nan
