#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.012 0 0
0.024 0 0
0.036 0 0
0.048 0 0
0.06 1.05562 2.36936
0.072 2.10573 4.66288
0.084 3.09763 6.75998
0.096 4.02695 8.65127
0.108 4.8881 10.3262
0.12 5.6741 11.7731
0.132 6.3764 12.9789
0.144 6.98461 13.9294
0.156 7.48622 14.6086
0.168 7.86621 14.9994
0.18 8.10662 15.0828
0.192 8.186 14.8383
0.204 8.07874 14.2436
0.216 7.75423 13.2749
0.228 7.17586 11.9063
0.24 6.29969 10.1104
0.252 5.07295 7.85821
0.264 3.43192 5.11924
0.276 1.29946 1.86182
0.288 0 0
0.3 0 0
0.312 0 0
0.324 0 0
0.336 0 0
0.348 0 0
0.36 0 0
0.372 0 0
0.384 0 0
0.396 0 0
0.408 0 0
0.42 0 0
0.432 0 0
0.444 0 0
0.456 0 0
0.468 0 0
0.48 0 0
0.492 0 0
0.504 0 0
0.516 0 0
0.528 0 0
0.54 0 0
0.552 0 0
0.564 0 0
0.576 0 0
0.588 0 0
0.6 -nan -nan
