#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0094 1.42666 2.01524
0.0188 2.78088 3.91631
0.0282 4.04812 5.67241
0.0376 5.41381 7.53623
0.047 7.08225 9.78275
0.0564 8.76641 11.9964
0.0658 10.6586 14.4307
0.0752 12.625 16.8861
0.0846 14.5778 19.2321
0.094 16.4588 21.3836
0.1034 17.9959 22.9858
0.1128 18.6476 23.3707
0.1222 18.2624 22.4133
0.1316 16.9809 20.368
0.141 15.2716 17.8687
0.1504 13.2898 15.1393
0.1598 11.1975 12.3944
0.1692 9.03893 9.70101
0.1786 6.80609 7.06624
0.188 4.65803 4.667
0.1974 2.85617 2.75484
0.2068 1.27881 1.18401
0.2162 0.159812 0.141607
0.2256 0 0
0.235 0 0
0.2444 0 0
0.2538 0 0
0.2632 0 0
0.2726 0 0
0.282 0 0
0.2914 0 0
0.3008 0 0
0.3102 0 0
0.3196 0 0
0.329 0 0
0.3384 0 0
0.3478 0 0
0.3572 0 0
0.3666 0 0
0.376 0 0
0.3854 0 0
0.3948 0 0
0.4042 0 0
0.4136 0 0
0.423 0 0
0.4324 0 0
0.4418 0 0
0.4512 0 0
0.4606 0 0
0.47 -nan -nan
