#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.013 0 0
0.026 0 0
0.039 0.0230747 0.0615024
0.052 0.185576 0.489103
0.065 0.440505 1.14667
0.078 0.806491 2.07328
0.091 1.22011 3.09205
0.104 1.75925 4.39342
0.117 2.36572 5.81473
0.13 3.0261 7.31036
0.143 3.80727 9.03356
0.156 4.62258 10.757
0.169 5.46218 12.449
0.182 6.29091 14.0225
0.195 6.9727 15.1726
0.208 7.25178 15.3666
0.221 7.04769 14.5061
0.234 6.49358 12.9537
0.247 5.77675 11.1488
0.26 4.92624 9.18032
0.273 3.98865 7.16286
0.286 2.98977 5.16209
0.299 2.04118 3.38155
0.312 1.18686 1.88235
0.325 0.454277 0.687818
0.338 0.0047713 0.00687714
0.351 0 0
0.364 0 0
0.377 0 0
0.39 0 0
0.403 0 0
0.416 0 0
0.429 0 0
0.442 0 0
0.455 0 0
0.468 0 0
0.481 0 0
0.494 0 0
0.507 0 0
0.52 0 0
0.533 0 0
0.546 0 0
0.559 0 0
0.572 0 0
0.585 0 0
0.598 0 0
0.611 0 0
0.624 0 0
0.637 0 0
0.65 -nan -nan
