#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.009 2.6027 3.37825
0.018 4.89138 6.33066
0.027 7.03949 9.06809
0.036 9.31229 11.9214
0.045 11.8342 15.0342
0.054 14.6251 18.412
0.063 17.4633 21.753
0.072 20.3975 25.1016
0.081 23.2979 28.2808
0.09 25.927 30.9929
0.099 27.6425 32.482
0.108 27.9035 32.1703
0.117 26.6047 30.036
0.126 24.3348 26.8517
0.135 21.6263 23.2792
0.144 18.5483 19.4386
0.153 15.1791 15.455
0.162 11.9918 11.8371
0.171 8.79517 8.39684
0.18 5.6238 5.17976
0.189 2.90638 2.57569
0.198 0.817472 0.695055
0.207 0 0
0.216 0 0
0.225 0 0
0.234 0 0
0.243 0 0
0.252 0 0
0.261 0 0
0.27 0 0
0.279 0 0
0.288 0 0
0.297 0 0
0.306 0 0
0.315 0 0
0.324 0 0
0.333 0 0
0.342 0 0
0.351 0 0
0.36 0 0
0.369 0 0
0.378 0 0
0.387 0 0
0.396 0 0
0.405 0 0
0.414 0 0
0.423 0 0
0.432 0 0
0.441 0 0
0.45 -nan -nan
