#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0066 8.02356 0.335601 0.369807 44.5781 -38.5965
0.0132 15.664 1.31035 0.741539 86.8271 -75.1564
0.0198 23.5706 2.95814 1.16929 130.581 -112.999
0.0264 30.4482 5.09551 1.60252 168.09 -145.382
0.033 36.8062 7.7005 2.08134 202.373 -174.92
0.0396 41.8136 10.4989 2.56154 228.46 -197.295
0.0462 46.1752 13.5284 3.0873 250.533 -216.138
0.0528 49.1374 16.4555 3.60255 264.409 -227.838
0.0594 49.748 18.7452 4.00893 264.953 -227.984
0.066 47.8463 20.0341 4.24239 251.698 -216.223
0.0726 44.1452 20.3355 4.30877 229.062 -196.415
0.0792 39.493 19.8501 4.24347 202.012 -172.874
0.0858 34.3367 18.7018 4.05959 173.106 -147.821
0.0924 28.9885 17.0098 3.76763 144.048 -122.727
0.099 23.4687 14.7615 3.34808 114.916 -97.6689
0.1056 17.7073 11.8865 2.76708 85.3558 -72.353
0.1122 12.7654 9.1114 2.18262 60.6787 -51.2956
0.1188 8.04683 6.08629 1.50189 37.6845 -31.7634
0.1254 3.86492 3.08852 0.785734 17.8225 -14.9746
0.132 0.896067 0.754602 0.198106 4.07287 -3.41071
0.1386 0 0 0 0 0
0.1452 0 0 0 0 0
0.1518 0 0 0 0 0
0.1584 0 0 0 0 0
0.165 0 0 0 0 0
0.1716 0 0 0 0 0
0.1782 0 0 0 0 0
0.1848 0 0 0 0 0
0.1914 0 0 0 0 0
0.198 0 0 0 0 0
0.2046 0 0 0 0 0
0.2112 0 0 0 0 0
0.2178 0 0 0 0 0
0.2244 0 0 0 0 0
0.231 0 0 0 0 0
0.2376 0 0 0 0 0
0.2442 0 0 0 0 0
0.2508 0 0 0 0 0
0.2574 0 0 0 0 0
0.264 0 0 0 0 0
0.2706 0 0 0 0 0
0.2772 0 0 0 0 0
0.2838 0 0 0 0 0
0.2904 0 0 0 0 0
0.297 0 0 0 0 0
0.3036 0 0 0 0 0
0.3102 0 0 0 0 0
0.3168 0 0 0 0 0
0.3234 0 0 0 0 0
0.33 -nan -nan -nan -nan -nan
