#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0192 0 0
0.0384 0 0
0.0576 0 0
0.0768 0 0
0.096 0 0
0.1152 0 0
0.1344 0 0
0.1536 0 0
0.1728 0 0
0.192 0 0
0.2112 0.0394497 0.203021
0.2304 0.115652 0.577096
0.2496 0.234055 1.13406
0.2688 0.388796 1.82902
0.288 0.572155 2.60994
0.3072 0.803256 3.55404
0.3264 1.0748 4.61027
0.3456 1.37748 5.72245
0.3648 1.7045 6.85123
0.384 2.03313 7.89689
0.4032 2.26308 8.46986
0.4224 2.30117 8.2687
0.4416 2.15467 7.4099
0.4608 1.91361 6.28778
0.48 1.59398 4.99524
0.4992 1.22422 3.65263
0.5184 0.828724 2.34969
0.5376 0.438562 1.17913
0.5568 0.103439 0.263042
0.576 0 0
0.5952 0 0
0.6144 0 0
0.6336 0 0
0.6528 0 0
0.672 0 0
0.6912 0 0
0.7104 0 0
0.7296 0 0
0.7488 0 0
0.768 0 0
0.7872 0 0
0.8064 0 0
0.8256 0 0
0.8448 0 0
0.864 0 0
0.8832 0 0
0.9024 0 0
0.9216 0 0
0.9408 0 0
0.96 -nan -nan
