#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0122 0 0
0.0244 0.0283119 0.0669301
0.0366 0.228221 0.534734
0.0488 0.546083 1.26673
0.061 0.994339 2.28264
0.0732 1.49363 3.38708
0.0854 2.15786 4.83211
0.0976 2.88403 6.36819
0.1098 3.69234 8.02927
0.122 4.62446 9.89442
0.1342 5.59624 11.764
0.1464 6.60316 13.619
0.1586 7.5967 15.3504
0.1708 8.45499 16.7096
0.183 8.87099 17.1076
0.1952 8.72927 16.3878
0.2074 8.11703 14.8007
0.2196 7.26225 12.8374
0.2318 6.26485 10.7159
0.244 5.13858 8.48742
0.2562 4.00816 6.38056
0.2684 2.89657 4.43448
0.2806 1.81281 2.6622
0.2928 0.860165 1.20854
0.305 0.174421 0.233869
0.3172 0 0
0.3294 0 0
0.3416 0 0
0.3538 0 0
0.366 0 0
0.3782 0 0
0.3904 0 0
0.4026 0 0
0.4148 0 0
0.427 0 0
0.4392 0 0
0.4514 0 0
0.4636 0 0
0.4758 0 0
0.488 0 0
0.5002 0 0
0.5124 0 0
0.5246 0 0
0.5368 0 0
0.549 0 0
0.5612 0 0
0.5734 0 0
0.5856 0 0
0.5978 0 0
0.61 -nan -nan
