#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.016 0 0 0 0 0
0.032 0 0 0 0 0
0.048 0 0 0 0 0
0.064 0 0 0 0 0
0.08 0 0 0 0 0
0.096 0 0 0 0 0
0.112 0 0 0 0 0
0.128 0 0 0 0 0
0.144 0.171225 0.0619003 0.00629135 3.63437 -3.63394
0.16 0.506195 0.20329 0.0223595 10.0841 -10.0808
0.176 0.855498 0.37787 0.0448638 16.0863 -16.0778
0.192 1.21161 0.583745 0.0745714 21.6105 -21.595
0.208 1.56649 0.81754 0.111979 26.6195 -26.5956
0.224 1.91144 1.07422 0.157214 31.068 -31.0347
0.24 2.23692 1.34688 0.209914 34.9016 -34.8586
0.256 2.53247 1.62645 0.269093 38.0558 -38.0033
0.272 2.78647 1.90143 0.332981 40.4544 -40.393
0.288 2.98604 2.1575 0.398837 42.0077 -41.9387
0.304 3.11683 2.3772 0.462732 42.6108 -42.5358
0.32 3.16291 2.53946 0.51931 42.1404 -42.0619
0.336 3.10666 2.61923 0.561511 40.453 -40.3735
0.352 2.92865 2.58701 0.580281 37.3802 -37.3033
0.368 2.60777 2.4086 0.56426 32.7259 -32.6555
0.384 2.1213 2.04483 0.499492 26.2601 -26.2012
0.4 1.44543 1.45169 0.369184 17.7141 -17.6725
0.416 0.555981 0.580879 0.153584 6.7725 -6.75577
0.432 0 0 0 0 0
0.448 0 0 0 0 0
0.464 0 0 0 0 0
0.48 0 0 0 0 0
0.496 0 0 0 0 0
0.512 0 0 0 0 0
0.528 0 0 0 0 0
0.544 0 0 0 0 0
0.56 0 0 0 0 0
0.576 0 0 0 0 0
0.592 0 0 0 0 0
0.608 0 0 0 0 0
0.624 0 0 0 0 0
0.64 0 0 0 0 0
0.656 0 0 0 0 0
0.672 0 0 0 0 0
0.688 0 0 0 0 0
0.704 0 0 0 0 0
0.72 0 0 0 0 0
0.736 0 0 0 0 0
0.752 0 0 0 0 0
0.768 0 0 0 0 0
0.784 0 0 0 0 0
0.8 -nan -nan -nan -nan -nan
