#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0168 0 0
0.0336 0 0
0.0504 0 0
0.0672 0 0
0.084 0 0
0.1008 0 0
0.1176 0 0
0.1344 0 0
0.1512 0 0
0.168 0.138148 0.562696
0.1848 0.454395 1.80084
0.2016 0.765509 2.95045
0.2184 1.06884 4.00411
0.2352 1.36109 4.95299
0.252 1.63819 5.78666
0.2688 1.89508 6.4929
0.2856 2.12553 7.05747
0.3024 2.3218 7.46383
0.3192 2.47435 7.69288
0.336 2.57131 7.72256
0.3528 2.598 7.52752
0.3696 2.53609 7.07866
0.3864 2.36274 6.34261
0.4032 2.04932 5.28126
0.42 1.55979 3.85112
0.4368 0.848581 2.00271
0.4536 0 0
0.4704 0 0
0.4872 0 0
0.504 0 0
0.5208 0 0
0.5376 0 0
0.5544 0 0
0.5712 0 0
0.588 0 0
0.6048 0 0
0.6216 0 0
0.6384 0 0
0.6552 0 0
0.672 0 0
0.6888 0 0
0.7056 0 0
0.7224 0 0
0.7392 0 0
0.756 0 0
0.7728 0 0
0.7896 0 0
0.8064 0 0
0.8232 0 0
0.84 -nan -nan
