#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0034 21.2428 1.07487 5.63958 78.8372 -45.9985
0.0068 42.2664 4.27892 11.3057 156.82 -91.4736
0.0102 60.6926 9.21749 16.3963 224.671 -130.961
0.0136 75.8149 15.3545 20.7651 279.752 -162.911
0.017 84.9173 21.4946 23.6303 311.685 -181.255
0.0204 88.0004 26.7233 24.9503 320.822 -186.243
0.0238 86.7253 30.7207 25.1419 313.796 -181.799
0.0272 81.896 33.1545 24.3642 293.933 -169.908
0.0306 75.0791 34.2055 23.0148 267.296 -154.137
0.034 65.6108 33.2264 20.7779 231.493 -133.128
0.0374 54.1348 30.1644 17.7387 188.984 -108.345
0.0408 42.9827 26.1407 14.6139 148.407 -84.7974
0.0442 32.8147 21.6376 11.609 112.044 -63.7929
0.0476 22.4864 15.9792 8.28496 75.8054 -42.9891
0.051 14.4564 11.0226 5.56795 48.1745 -27.21
0.0544 7.36397 5.99777 2.96719 24.2252 -13.6226
0.0578 2.08098 1.80397 0.8786 6.7555 -3.78107
0.0612 0 0 0 0 0
0.0646 0 0 0 0 0
0.068 0 0 0 0 0
0.0714 0 0 0 0 0
0.0748 0 0 0 0 0
0.0782 0 0 0 0 0
0.0816 0 0 0 0 0
0.085 0 0 0 0 0
0.0884 0 0 0 0 0
0.0918 0 0 0 0 0
0.0952 0 0 0 0 0
0.0986 0 0 0 0 0
0.102 0 0 0 0 0
0.1054 0 0 0 0 0
0.1088 0 0 0 0 0
0.1122 0 0 0 0 0
0.1156 0 0 0 0 0
0.119 0 0 0 0 0
0.1224 0 0 0 0 0
0.1258 0 0 0 0 0
0.1292 0 0 0 0 0
0.1326 0 0 0 0 0
0.136 0 0 0 0 0
0.1394 0 0 0 0 0
0.1428 0 0 0 0 0
0.1462 0 0 0 0 0
0.1496 0 0 0 0 0
0.153 0 0 0 0 0
0.1564 0 0 0 0 0
0.1598 0 0 0 0 0
0.1632 0 0 0 0 0
0.1666 0 0 0 0 0
0.17 -nan -nan -nan -nan -nan
