#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.016 0 0 0 0 0
0.032 0 0 0 0 0
0.048 0 0 0 0 0
0.064 0 0 0 0 0
0.08 0 0 0 0 0
0.096 0 0 0 0 0
0.112 0.017262 0.00485374 0.00041258 0.378561 -0.378529
0.128 0.102416 0.0329054 0.00304586 2.12359 -2.12303
0.144 0.238446 0.0861749 0.00868395 4.70046 -4.69844
0.16 0.418682 0.168104 0.0183878 7.85862 -7.85391
0.176 0.671501 0.296553 0.0351053 12.1436 -12.1349
0.192 0.961148 0.463029 0.0590605 16.7342 -16.72
0.208 1.30712 0.68215 0.0933872 22.001 -21.9799
0.224 1.70944 0.960725 0.140639 27.939 -27.9097
0.24 2.1444 1.29127 0.201396 34.0864 -34.0478
0.256 2.59969 1.66981 0.276564 40.2702 -40.2216
0.272 3.05199 2.08293 0.36524 46.1612 -46.1024
0.288 3.41129 2.4652 0.456334 50.3085 -50.2404
0.304 3.54718 2.7059 0.527339 50.753 -50.6783
0.32 3.41929 2.7457 0.561967 47.2347 -47.1575
0.336 3.12178 2.63223 0.564593 41.6289 -41.5535
0.352 2.70201 2.38691 0.535501 34.8234 -34.7538
0.368 2.20638 2.03783 0.477355 27.554 -27.4936
0.384 1.67336 1.6129 0.393846 20.3237 -20.2752
0.4 1.13064 1.13537 0.288569 13.4021 -13.3674
0.416 0.614763 0.642145 0.169642 7.1354 -7.11534
0.432 0.185997 0.201801 0.0553423 2.1231 -2.11663
0.448 0 0 0 0 0
0.464 0 0 0 0 0
0.48 0 0 0 0 0
0.496 0 0 0 0 0
0.512 0 0 0 0 0
0.528 0 0 0 0 0
0.544 0 0 0 0 0
0.56 0 0 0 0 0
0.576 0 0 0 0 0
0.592 0 0 0 0 0
0.608 0 0 0 0 0
0.624 0 0 0 0 0
0.64 0 0 0 0 0
0.656 0 0 0 0 0
0.672 0 0 0 0 0
0.688 0 0 0 0 0
0.704 0 0 0 0 0
0.72 0 0 0 0 0
0.736 0 0 0 0 0
0.752 0 0 0 0 0
0.768 0 0 0 0 0
0.784 0 0 0 0 0
0.8 -nan -nan -nan -nan -nan
