#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.008 3.3712 3.47836
0.016 6.55135 6.74349
0.024 9.75499 10.0016
0.032 12.512 12.7572
0.04 15.289 15.4777
0.048 18.0622 18.1258
0.056 20.863 20.7204
0.064 23.5545 23.1137
0.072 25.9637 25.1304
0.08 27.3206 26.0379
0.088 27.2756 25.5506
0.096 25.7858 23.6993
0.104 23.5151 21.165
0.112 20.8488 18.3409
0.12 17.8954 15.3556
0.128 14.716 12.2907
0.136 11.6765 9.47043
0.144 8.7271 6.85727
0.152 5.79365 4.39917
0.16 3.29874 2.41372
0.168 1.34396 0.944775
0.176 0.0724686 0.0487877
0.184 0 0
0.192 0 0
0.2 0 0
0.208 0 0
0.216 0 0
0.224 0 0
0.232 0 0
0.24 0 0
0.248 0 0
0.256 0 0
0.264 0 0
0.272 0 0
0.28 0 0
0.288 0 0
0.296 0 0
0.304 0 0
0.312 0 0
0.32 0 0
0.328 0 0
0.336 0 0
0.344 0 0
0.352 0 0
0.36 0 0
0.368 0 0
0.376 0 0
0.384 0 0
0.392 0 0
0.4 -nan -nan
